Date,Open,High,Low,Close,Volume,data_interval,download_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc,bar_return,daily_return,ema_20,sma_20,sma_50,sma_100,sma_200,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,adx_14,plus_di_14,minus_di_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_53_prev,rolling_low_26_prev,rolling_low_13_prev,rolling_high_146_prev,rolling_low_53_prev,trailing_return_32,trailing_return_159,trailing_return_13,trailing_return_5,trailing_return_53,trailing_return_20,trailing_return_60,trailing_return_1764,trailing_return_252,rolling_high_20_prev,rolling_low_10_prev,rolling_high_55_prev,rolling_low_20_prev,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,bars_per_year,regime
2024-10-29 18:30:00,582.3499755859375,582.906982421875,582.2999877929688,582.8400268554688,3747655,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,0.0008243037227504,0.0008243037227504,580.8937385335234,581.2679892485996,578.5193971576113,556.3987838309151,532.6506622750419,580.8937385335234,578.5193971576113,556.3987838309151,532.6506622750419,0.0022407376958125,2.2149498514471007,4438682.509433962,0.8443169773992046,54.02692152606653,0.60699462890625,1.6577835444828153,0.0028443199987942,8.779825738021817,23.84769180729505,24.76280075058772,581.2679892485996,2.2149498514471007,585.6978889514938,576.8380895457054,0.0152421939099749,0.5696852748794754,0.6655647488551348,-0.0958794739756594,585.3900146484375,576.5700073242188,578.4299926757812,586.1199951171875,574.4149780273438,0.0068062276323879,0.0156662048479689,0.006606067390763,0.006606067390763,-0.0024135129143781,-0.0024135129143781,0.0156662048479689,0.4071124281865106,0.4071124281865106,585.3900146484375,576.5700073242188,586.1199951171875,574.4149780273438,0.0028546086649179,0.9963957700226668,0.01603140486132,0.9507709425236188,0.0033505066294203,0.0074684266752085,0.0861141046678815,0.7097395933556022,1740.6270867622854,neutral
2024-10-29 19:30:00,582.8150024414062,582.89501953125,581.3400268554688,581.7050170898438,7417361,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,-0.0019473778624103,-0.0019473778624103,580.9237858874612,581.2218570349352,578.6295115152994,556.4673052978516,532.7262229919434,580.9237858874612,578.6295115152994,556.4673052978516,532.7262229919434,0.0022556359513374,2.17962357747766,4530436.433962264,1.6372287986199303,52.052289809931274,1.55499267578125,1.6550054128962866,0.0028450939295245,8.678349999905038,23.242108973781196,25.701641804275692,581.2218570349352,2.17962357747766,585.5811041898905,576.8626098799798,0.0150002863870047,0.5723927351086786,0.6581109877554183,-0.0857182526467397,585.3900146484375,576.5700073242188,578.4299926757812,586.1199951171875,574.4149780273438,0.0060643672268922,0.0146913591287838,-0.001210412058848,-0.001210412058848,-0.0041855811384605,-0.0041855811384605,0.0146913591287838,0.4044400242908692,0.4044400242908692,585.3900146484375,576.5700073242188,586.1199951171875,574.4149780273438,0.0028546086649179,0.9966668862494756,0.0158926816355059,0.943848667646654,0.0013448084264429,0.0053151550574914,0.086166752343352,0.2216713288941896,1740.6270867622854,neutral
2024-10-30 13:30:00,581.2899780273438,582.9000244140625,579.2899780273438,582.7089233398438,7505829,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,0.0017257995384367,0.0017257995384367,580.9899020894013,581.1857990768721,578.7449206727924,556.536689453125,532.8019937133789,580.9899020894013,578.7449206727924,556.536689453125,532.8019937133789,0.0022658855386737,2.138529463962303,4619878.490566038,1.6246810420073126,53.594137650554906,3.61004638671875,1.7078443581347316,0.0029308704393028,8.748219900910128,21.91429173714081,27.47756102000563,581.1857990768721,2.138529463962303,585.4628580047967,576.9087401489475,0.0147183875955609,0.6060320501401293,0.6539446727461953,-0.0479126226060659,585.3900146484375,576.5700073242188,578.4299926757812,586.1199951171875,574.4149780273438,0.0098941479026755,0.0183124674147792,0.0019238577566824,0.0019238577566824,-0.0032689127866053,-0.0032689127866053,0.0183124674147792,0.4123195630333078,0.4123195630333078,585.3900146484375,576.5700073242188,586.1199951171875,574.4149780273438,0.0028696233154283,1.021343262561761,0.0158256636732364,0.9300328819986168,0.0029587799103913,0.0068493087808756,0.0862288946015628,0.7122297301200713,1740.6270867622854,neutral
2024-10-30 14:30:00,582.7100219726562,582.9600219726562,581.5900268554688,582.8499755859375,3559267,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,0.0002420629587844,0.0002420629587844,581.0587937003842,581.1418387934847,578.8521173650569,556.6069822474889,532.8776651218959,581.0587937003842,578.8521173650569,556.6069822474889,532.8776651218959,0.0022619144559184,2.0790953740768097,4625320.264150944,0.7695179569697027,53.808634303377595,1.3699951171875,1.6987132975685904,0.0029144949278944,8.810271880736263,21.53208326346341,26.87863195420942,581.1418387934847,2.0790953740768097,585.3000295416383,576.983648045331,0.0143104160484693,0.640198896069478,0.6528450106120579,-0.0126461145425799,585.3900146484375,578.0150146484375,578.4299926757812,586.1199951171875,574.4149780273438,0.0127538456252076,0.0193694210117418,0.0022612611487415,0.0022612611487415,-0.0039815023321301,-0.0039815023321301,0.0193694210117418,0.4113273283951582,0.4113273283951582,585.3900146484375,578.0150146484375,586.1199951171875,574.4149780273438,0.0028720976113079,1.014761795149138,0.0157708976180559,0.9073938842951744,0.0030826172927294,0.0069065277658115,0.0862758101010749,0.8215769289618526,1740.6270867622854,neutral
2024-10-30 15:30:00,582.85009765625,583.3200073242188,582.3900146484375,582.489990234375,2284474,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,-0.0006176295215601,-0.0006176295215601,581.1118009794209,581.1046683833284,578.9734811493845,556.6755536760603,532.9535940333775,581.1118009794209,578.9734811493845,556.6755536760603,532.9535940333775,0.0022575318787966,2.036616400641596,4616085.113207547,0.4948942543246572,53.16406459042542,0.92999267578125,1.677937064547311,0.0028806281527209,8.834591766740488,21.7893788626077,26.47599901879372,581.1046683833284,2.036616400641596,585.1779011846116,577.0314355820452,0.014018929886126,0.6587374240431245,0.6533164036865433,0.0054210203565812,585.25,578.0701293945312,578.4299926757812,586.1199951171875,574.4149780273438,0.0090250150240702,0.0197564321161349,0.0019953780304311,0.0019953780304311,-0.0033706868976803,-0.0033706868976803,0.0197564321161349,0.4071845842365216,0.4071845842365216,585.25,578.0701293945312,586.1199951171875,574.4149780273438,0.0028722224601894,1.0029265464803103,0.0156294214390997,0.896957698706318,0.0023716421739006,0.0060736962909069,0.0863487696325111,0.6802075494482668,1740.6270867622854,neutral
2024-10-30 16:30:00,582.4600219726562,582.5999755859375,581.4600219726562,581.52001953125,3109763,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,-0.0016652143717262,-0.0016652143717262,581.1269201850442,581.0471214438385,579.0834054657907,556.7425394112723,533.0284940447126,581.1269201850442,579.0834054657907,556.7425394112723,533.0284940447126,0.0022677304433639,1.9801951609367576,4593628.528301887,0.6769731119615753,51.45705536967815,1.13995361328125,1.66339697126985,0.0028604294184242,8.933688199492417,21.385794436172887,27.496669336034117,581.0471214438385,1.9801951609367576,585.007511765712,577.0867311219649,0.0136319075534955,0.6434415085630008,0.65252641207666,-0.0090849035136592,584.8499755859375,578.0800170898438,578.4299926757812,586.1199951171875,574.4149780273438,0.006211871508601,0.0166840726974872,0.0003440655826587,0.0003440655826587,-0.0052174893592806,-0.0052174893592806,0.0166840726974872,0.4096771914535688,0.4096771914535688,584.8499755859375,578.0800170898438,586.1199951171875,574.4149780273438,0.0028722224601894,0.9958941057217452,0.015614178337753,0.8730467437108321,0.0006764431874548,0.0042077083239837,0.0864023442191719,0.2388138789248488,1740.6270867622854,neutral
2024-10-30 17:30:00,581.4400024414062,581.8099975585938,580.2899780273438,581.1300048828125,3446308,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,-0.0006706813786941,-0.0006706813786941,581.1270344331098,580.9944803489828,579.1940113414418,556.8089536830357,533.1036440386091,581.1270344331098,579.1940113414418,556.8089536830357,533.1036440386091,0.0022647936063448,1.939795902305553,4551439.811320755,0.7571907226869241,50.783211353955686,1.52001953125,1.6595219053233676,0.0028556809859749,9.120999217838945,20.85638723681534,28.72152422321093,580.9944803489828,1.939795902305553,584.8740721535939,577.1148885443718,0.013355004000316,0.6158749978051219,0.6495942989349369,-0.033719301129815,584.8499755859375,578.0800170898438,578.4299926757812,586.1199951171875,574.4149780273438,0.0038001351370013,0.0170106091862396,-0.0005546622595999,-0.0005546622595999,-0.0047780142981902,-0.0047780142981902,0.0170106091862396,0.4147504878919295,0.4147504878919295,584.8499755859375,578.0800170898438,586.1199951171875,574.4149780273438,0.0028722224601894,0.9942408798608784,0.0155869194245287,0.8568084325437351,5.1115324648520755e-06,0.0033425648460814,0.0864566727656708,0.0698653573134031,1740.6270867622854,neutral
2024-10-30 18:30:00,581.1099853515625,581.4340209960938,580.1400146484375,580.5701293945312,4485033,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,-0.0009634255391685,-0.0009634255391685,581.1064083205698,580.9895768075619,579.2909060391513,556.8741252790179,533.1784224809919,581.1064083205698,579.2909060391513,556.8741252790179,533.1784224809919,0.0021508418850162,1.940533785526176,4503512.0566037735,0.9958967453908164,49.8206387526435,1.29400634765625,1.6496431064674997,0.0028414191894231,9.31470283500684,20.414222842363497,28.35830893986224,580.9895768075619,1.940533785526176,584.8706443786142,577.1085092365096,0.0133601968984645,0.571717209579333,0.6433641317864887,-0.0716469222071556,584.5,578.0800170898438,578.4299926757812,586.1199951171875,574.4149780273438,0.0033182491997871,0.0169028003454796,-0.0003441812249194,-0.0003441812249194,-0.0004474419153035,-0.0004474419153035,0.0169028003454796,0.4166466229532515,0.4166466229532515,584.5,578.0800170898438,586.1199951171875,574.4149780273438,0.0028722224601894,0.9892754578751292,0.0155784788546974,0.8576059975480846,-0.0009228583928173,0.0022082572711636,0.0864860272169085,-0.216150533507411,1740.6270867622854,calm
2024-10-30 19:30:00,580.5700073242188,580.75,579.3800048828125,579.9600219726562,8955583,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,-0.0010508763558181,-0.0010508763558181,581.0639495669434,580.9478771281692,579.374921394117,556.937054007394,533.2538153512137,581.0639495669434,579.374921394117,556.937054007394,533.2538153512137,0.0021311332225464,1.9384625272920633,4595689.20754717,1.9486920449913996,48.784987323552514,1.3699951171875,1.6420850527031754,0.0028313762854167,9.561019249798363,19.953908508673287,28.96976345423824,580.9478771281692,1.9384625272920633,584.8248021827534,577.0709520735851,0.0133468946431103,0.5108862850611331,0.6327659040484602,-0.1218796189873271,584.5,578.0800170898438,578.4299926757812,586.1199951171875,574.4149780273438,0.003373665116668,0.0146966625550126,-0.000870000533104,-0.000870000533104,-0.0037962839192621,-0.0037962839192621,0.0146966625550126,0.4131235028328828,0.4131235028328828,584.5,578.0800170898438,586.1199951171875,574.4149780273438,0.0028722224601894,0.9857788958415252,0.0155429141615956,0.8587124978203016,-0.0018998383828662,0.0010098824732203,0.0864899691576079,-0.5096075583637791,1740.6270867622854,calm
2024-10-31 13:30:00,575.5599975585938,575.6300048828125,571.77001953125,571.989990234375,11128418,1h,1h,Hourly,yfinance,730d,2026-04-02T22:50:02Z,-0.0137423812613363,-0.0137423812613363,580.7278769990705,580.7418397147701,579.3992392800071,556.9882252720424,533.3230903407506,580.7278769990705,579.3992392800071,556.9882252720424,533.3230903407506,0.0028204444135982,2.270810474492009,4760720.509433962,2.3375491121454512,38.14013751916422,8.19000244140625,1.8190557929383937,0.0031802231227735,10.259936282308518,17.525821395061925,36.75128935997565,580.7418397147701,2.270810474492009,585.2834606637541,576.2002187657861,0.0156407568334137,0.1991730891055567,0.598078478853028,-0.3989053897474712,584.5,578.0800170898438,579.2899780273438,586.1199951171875,574.4149780273438,-0.0121923801181702,0.0001923224288722,-0.015507762075086,-0.015507762075086,-0.0187335667826165,-0.0187335667826165,0.0001923224288722,0.3925841258066644,0.3925841258066644,584.5,578.0800170898438,586.1199951171875,574.4149780273438,0.0028743772814502,1.1064042091123822,0.0155429141615956,1.006295001748114,-0.015046439323438,-0.0127878128643027,0.0863944385190926,-3.854064255341664,1740.6270867622854,neutral
