agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Weak Skill,Weak Skill,Moderate,weak skill,stable,"There is some evidence of edge, but it remains modest. raw p=0.161; BH-adjusted p=0.888; percentile=83.9; RCSI_z=0.973. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.05223929037494335,0.7873725285136973,0.2508690731010649,-0.030150240933650374,0.0527206119635385,0.9730020464741884,0.1614192903548225,0.8878060969515242,0.7920445663051088,83.9080459770115,37,11059,0.00047,False,run_20260403T210015Z_pid16089,37.0,1.8790670189098997,18.64864864864865,0.8918918918918919,30.054054054054053,acceptable,Trade activity is in a reasonable range for hourly research and null-hypothesis testing.
breakout_volume_momentum,Negative Skill,Negative Skill,Low,negative skill,moderately variable,"The result is worse than the random null on all three metrics. raw p=0.853; BH-adjusted p=0.909; percentile=14.7; RCSI_z=-1.042. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.05618773492140838,-0.6017024823790933,-0.10725195543216265,-0.0892243861491937,-0.0814954042366812,-1.0418468383835706,0.8530734632683659,0.9085457271364316,0.06901356752147778,14.742628685657172,36,11059,0.00047,False,run_20260403T210015Z_pid16089,36.0,1.5695613249776186,39.333333333333336,2.0555555555555554,60.625,acceptable,Trade activity is in a reasonable range for hourly research and null-hypothesis testing.
mean_reversion_vol_filter,Negative Skill,Negative Skill,Low,negative skill,moderately variable,"The result is worse than the random null on all three metrics. raw p=0.792; BH-adjusted p=0.909; percentile=20.9; RCSI_z=-0.715. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.029358892352829624,-0.6956510631212545,-0.19826896181184966,-0.056952278140931845,-0.0213276044264048,-0.7154849580917646,0.7916041979010495,0.9085457271364316,0.10149191138273668,20.889555222388807,27,11059,0.00047,False,run_20260403T210015Z_pid16089,27.0,1.3055868140597071,7.703703703703703,0.2222222222222222,11.51851851851852,overactive,Trade frequency is high relative to holding period. Review whether the strategy is chasing noise.
trend_momentum_verification,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.665; BH-adjusted p=0.909; percentile=33.5; RCSI_z=-0.415. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.024707907940543672,-0.4706330396855491,-0.09726711963376455,-0.04284786307701982,-0.026615591961121,-0.4148132004208973,0.665167416291854,0.9085457271364316,0.1770690331615363,33.53323338330835,49,11059,0.00047,False,run_20260403T210015Z_pid16089,49.0,2.3783720930232555,21.448979591836736,0.9387755102040816,32.142857142857146,acceptable,Trade activity is in a reasonable range for hourly research and null-hypothesis testing.
adx_trend_following,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.686; BH-adjusted p=0.909; percentile=31.4; RCSI_z=-0.480. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.018619146511115292,-0.38358810234364543,-0.11630335856405667,-0.036505728455605624,-0.0317558073239183,-0.4797910824920046,0.6861569215392304,0.9085457271364316,0.16357655139945632,31.43428285857072,32,11059,0.00047,False,run_20260403T210015Z_pid16089,32.0,1.641688320809046,33.125,1.78125,54.71875,acceptable,Trade activity is in a reasonable range for hourly research and null-hypothesis testing.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.589; BH-adjusted p=0.909; percentile=41.1; RCSI_z=-0.224. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.03924504033218679,-0.6561768555543877,-0.0942156894354941,-0.07191618967338109,-0.0118447916624096,-0.2235870471331845,0.5892053973013494,0.9085457271364316,0.22973328354112224,41.12943528235882,99,11059,0.00047,False,run_20260403T210015Z_pid16089,100.0,4.676333656644036,7.1313131313131315,0.1313131313131313,10.666666666666666,overactive,Trade frequency is high relative to holding period. Review whether the strategy is chasing noise.
volatility_squeeze_breakout,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.643; BH-adjusted p=0.909; percentile=35.7; RCSI_z=-0.280. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.0071764447935324105,-0.5318517486245998,-0.27503920536809656,-0.00997601179845975,-0.00461796337547,-0.2802305878120787,0.6431784107946027,0.9085457271364316,0.1916685417318247,35.73213393303348,8,11059,0.00047,False,run_20260403T210015Z_pid16089,8.0,0.5468837731611454,9.75,0.625,21.875,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Negative Skill,Negative Skill,Low,negative skill,moderately variable,"The result is worse than the random null on all three metrics. raw p=0.878; BH-adjusted p=0.909; percentile=12.2; RCSI_z=-1.022. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.02414873994836164,-1.1499916282540799,-0.38251611550215364,-0.02845647718749833,-0.0188959652423943,-1.0222938188651025,0.8780609695152424,0.9085457271364316,0.05647532714091644,12.243878060969514,17,11059,0.00047,False,run_20260403T210015Z_pid16089,17.0,0.9375990939977352,3.941176470588235,0.0,4.0588235294117645,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
donchian_trend_reentry,Random / Luck,Random / Luck,Low,random / luck,moderately variable,"The result is statistically consistent with the null distribution. raw p=0.568; BH-adjusted p=0.909; percentile=43.3; RCSI_z=-0.176. Robustness stability: moderately variable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.0013594182688783096,0.042347315380591895,0.011456585137575867,-0.02917898255519269,-0.0106136912855195,-0.1758530914847892,0.5677161419290355,0.9085457271364316,0.2458687572612113,43.278360819590205,28,11059,0.00047,False,run_20260403T210015Z_pid16089,28.0,1.4032656421514818,31.571428571428573,1.6785714285714286,53.19642857142857,acceptable,Trade activity is in a reasonable range for hourly research and null-hypothesis testing.
turn_of_month_seasonality,Negative Skill,Negative Skill,Low,negative skill,stable,"The result is worse than the random null on all three metrics. raw p=0.909; BH-adjusted p=0.909; percentile=9.2; RCSI_z=-1.317. Robustness stability: stable. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.03654735239864648,-1.6495890666467885,-0.9776102247389994,-0.03784079906499882,-0.0349054382312394,-1.3174372447191065,0.9085457271364318,0.9085457271364316,0.04165320975026276,9.195402298850574,10,11059,0.00047,False,run_20260403T210015Z_pid16089,10.0,0.5531995456266565,13.3,0.4,18.4,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
