agent,regime_at_entry,total_trades,min_trades_required,meets_min_trade_threshold,average_return,median_return,win_rate,std_return,trade_level_return_ratio,plot_trade_level_return_ratio
trend_pullback,calm,14,5,True,0.0011548414449344788,2.189384443935003e-05,0.5,0.005096631823184914,0.22658914455641643,0.22658914455641643
trend_pullback,neutral,17,5,True,0.0008148452563706409,0.0027564795905393,0.5882352941176471,0.0061507890852840665,0.132478165821062,0.132478165821062
trend_pullback,stressed,6,5,True,0.003584161767503532,0.00221808357926935,1.0,0.004041602179218556,0.886817061296352,0.886817061296352
breakout_volume_momentum,calm,10,5,True,-0.00161811440389394,-0.0044335722572498,0.2,0.007000086830919633,-0.23115633319670706,-0.23115633319670706
breakout_volume_momentum,neutral,8,5,True,0.007841757776267926,0.0038824389987169496,0.625,0.01790486452501892,0.4379680039081245,0.4379680039081245
breakout_volume_momentum,stressed,18,5,True,-0.005600075459560017,-0.00414097113554265,0.4444444444444444,0.013019287161868724,-0.430136872313692,-0.430136872313692
mean_reversion_vol_filter,calm,2,5,False,-0.0022205837503286,-0.0022205837503286,0.0,0.0013015055956933,-1.7061653500964902,
mean_reversion_vol_filter,neutral,25,5,True,-0.000997460986100804,-0.0030733140900251,0.2,0.005681463698254532,-0.17556408684037628,-0.17556408684037628
mean_reversion_vol_filter,stressed,0,5,False,0.0,0.0,0.0,0.0,0.0,
trend_momentum_verification,calm,23,5,True,-0.00199006048842514,-0.0032283262570829,0.17391304347826086,0.00397355060361709,-0.5008267635030506,-0.5008267635030506
trend_momentum_verification,neutral,26,5,True,0.0008230184154667191,-0.0008598435890283,0.46153846153846156,0.005621662781337385,0.14640124238667412,0.14640124238667412
trend_momentum_verification,stressed,0,5,False,0.0,0.0,0.0,0.0,0.0,
adx_trend_following,calm,18,5,True,-0.0015669231193796112,-0.00184912994659655,0.2777777777777778,0.004494094607248923,-0.34866269100169417,-0.34866269100169417
adx_trend_following,neutral,14,5,True,0.0007004439558739573,-3.828193234435001e-05,0.5,0.005196187337087203,0.1347995964030429,0.1347995964030429
adx_trend_following,stressed,0,5,False,0.0,0.0,0.0,0.0,0.0,
uptrend_oversold_reversion,calm,31,5,True,-0.0007462171092902605,-0.0020369871624747,0.41935483870967744,0.003138293528344847,-0.237777984293209,-0.237777984293209
uptrend_oversold_reversion,neutral,68,5,True,-0.00023563639484882945,-0.00105294959425845,0.47058823529411764,0.004591890028300141,-0.05131577485449037,-0.05131577485449037
uptrend_oversold_reversion,stressed,0,5,False,0.0,0.0,0.0,0.0,0.0,
volatility_squeeze_breakout,calm,4,5,False,-0.0014689218739140676,-0.0015449700831597,0.25,0.0010579209702261075,-1.3884986830350075,
volatility_squeeze_breakout,neutral,4,5,False,-0.00032027906195027507,-0.00110017279726535,0.5,0.004402306507322067,-0.07275255855483391,
volatility_squeeze_breakout,stressed,0,5,False,0.0,0.0,0.0,0.0,0.0,
connors_rsi2_pullback,calm,5,5,True,-0.0021566810276576398,-0.0034818359348406,0.2,0.002238558138822861,-0.9634241748091135,-0.9634241748091135
connors_rsi2_pullback,neutral,12,5,True,-0.0011271376461914084,-0.00242444066257375,0.25,0.004171042933185921,-0.27022921227293134,-0.27022921227293134
connors_rsi2_pullback,stressed,0,5,False,0.0,0.0,0.0,0.0,0.0,
donchian_trend_reentry,calm,20,5,True,-0.0015921467286812898,-0.0027293978248078,0.3,0.005074248168423847,-0.3137699765236038,-0.3137699765236038
donchian_trend_reentry,neutral,8,5,True,0.004205149512337533,0.0054299034019066,0.75,0.004648908282229177,0.9045455958793708,0.9045455958793708
donchian_trend_reentry,stressed,0,5,False,0.0,0.0,0.0,0.0,0.0,
turn_of_month_seasonality,calm,6,5,True,-0.00419050011345925,-0.005170792431336,0.16666666666666666,0.00279723334870965,-1.4980874282055543,-1.4980874282055543
turn_of_month_seasonality,neutral,4,5,False,-0.002986922215335825,-0.0047288229857568,0.25,0.004835334981180926,-0.6177280843955787,
turn_of_month_seasonality,stressed,0,5,False,0.0,0.0,0.0,0.0,0.0,
random,calm,17,5,True,0.0006599202669246942,0.0021343922985967,0.5882352941176471,0.008256312866443903,0.0799291739060429,0.0799291739060429
random,neutral,18,5,True,0.006556586051652283,0.008388059963974449,0.7777777777777778,0.013304684005214102,0.4928028391416706,0.4928028391416706
random,stressed,26,5,True,0.0058759854078510995,0.0017103360537704501,0.5384615384615384,0.019448258447482405,0.3021342720078749,0.3021342720078749
