ticker,fold_id,fold_start,fold_end,agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,number_of_trades,test_bar_count,transaction_cost,simulations_per_run,null_model,execution_cost_model
SPY,fold_01,2024-10-29,2025-05-05,uptrend_oversold_reversion,1,5001,0.008396421556073452,0.01637728655508086,0.8725876576152045,0.2563393566163565,-0.010628581694642425,-0.004077806622535329,-0.005226274856886997,0.029013120636933308,71.32867132867133,0.28771228771228774,0.5410415897200878,0.013622696412960449,0.4695357174236177,0,1,6,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_01,2024-10-29,2025-05-05,random,1,5001,-0.015022566796256687,-0.028979381211144073,-0.04958953780648237,-0.11084533664755594,-0.12848088588718498,-0.04971342154669851,-0.030621726354061834,0.07829725679824019,64.53546453546454,0.35564435564435565,0.4489840795064435,0.015599159557805147,0.1992299627814771,0,1,6,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_02,2025-05-05,2025-11-04,trend_momentum_verification,1,5001,0.028110059101881246,0.05693017998529104,1.290708463658162,0.26449605915679353,-0.013952860932098243,0.046670128215120746,0.04554645457589817,0.03438702211906408,31.56843156843157,0.6853146853146853,0.16410996177256695,-0.017436395474016923,-0.5070632581572171,0,0,9,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_02,2025-05-05,2025-11-04,uptrend_oversold_reversion,1,5001,0.024661212210858707,0.04986066790958765,1.473690656097318,0.6132629722683262,-0.0066243579338778336,0.005885532433810211,0.0043771193517558905,0.0137057362810406,95.30469530469531,0.04795204795204795,1.3191928401037314,0.020284092859102817,1.4799710459307596,1,1,6,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_02,2025-05-05,2025-11-04,random,1,5001,0.09215807403577903,0.19252179409549774,2.4030093092331413,0.8310013909008327,-0.024396331044888808,0.1213487181659571,0.12052023524960043,0.0337247754425707,19.480519480519483,0.8061938061938062,0.09356054275724822,-0.028362161213821402,-0.8409888825536823,0,0,6,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_01,2024-12-26,2025-07-01,uptrend_oversold_reversion,1,5001,0.01754195981757589,0.034565153632382994,0.7483116465363697,0.25195577957497334,-0.03360437878707079,-0.00024695715539348396,0.0003002672443248593,0.036171176188848825,71.12887112887113,0.2897102897102897,0.5380360795803625,0.017241692573251033,0.47666939231482486,0,1,7,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_01,2024-12-26,2025-07-01,random,1,5001,0.06320159998623587,0.12722091052903206,0.621049976602184,0.3153849069506441,-0.17709645865057622,0.020221184699628005,0.025036122829584364,0.09057997372994818,70.92907092907093,0.2917082917082917,0.5350512260309004,0.0381654771566515,0.42134564170262023,0,1,5,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_02,2025-07-01,2026-01-02,trend_momentum_verification,1,5001,0.0007481563464930563,0.0014783080310385444,0.05443084066749264,0.012279607077006831,-0.025651504909834033,0.020017556514721924,0.020251582405218932,0.03857233257255927,30.96903096903097,0.6913086913086913,0.16032798302256082,-0.019503426058725876,-0.5056325287571746,0,0,10,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_02,2025-07-01,2026-01-02,uptrend_oversold_reversion,1,5001,0.017236394087412288,0.034331666317926945,0.5882869524229135,0.10522191397449909,-0.03170787114372886,0.00026805665277553135,0.00022109021176776108,0.023969139854625197,74.72527472527473,0.25374625374625376,0.5956003608593805,0.017015303875644528,0.7098837913602134,0,1,13,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_02,2025-07-01,2026-01-02,random,1,5001,0.14118159711912281,0.2980395567952949,2.084171611815575,0.569743465471997,-0.06509088428677756,0.07451883437538016,0.07483863223371873,0.04268975001239234,92.9070929070929,0.07192807192807193,1.14310158104805,0.06634296488540409,1.5540724615661954,0,1,9,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
BTC-USD,fold_13,2025-12-08,2026-01-13,random,1,5001,0.023906574640055966,0.2650010396093685,1.3196259448538106,0.47030838130765923,-0.047914333252931485,-0.0006111735779344907,-0.0029874867603947187,0.0407487227665525,72.62737262737264,0.27472527472527475,0.5611013836490559,0.026894061400450683,0.6599976532890487,0,1,5,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
BTC-USD,fold_16,2026-03-28,2026-05-03,breakout_volume_momentum,1,5001,-0.06264487562316745,-0.47465478966831887,-4.726765969123054,-2.8942007427611807,-0.06784321855509534,0.018274985428411467,0.01818503601838026,0.036437816056815106,0.6993006993006993,0.994005994005994,0.002610996733593194,-0.08082991164154771,-2.21829737313331,0,0,6,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
BTC-USD,fold_16,2026-03-28,2026-05-03,trend_momentum_verification,1,5001,-0.028600955663743766,-0.25078559314487403,-2.1042834383610685,-0.22645354537952628,-0.06771305458265087,0.018068418620150618,0.02217853722132598,0.04353124187974005,9.79020979020979,0.903096903096903,0.044265647003955355,-0.05077949288506975,-1.1665068739677542,0,0,6,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
BTC-USD,fold_16,2026-03-28,2026-05-03,adx_trend_following,1,5001,-0.026402107071581304,-0.23373919344123129,-1.5083263779945795,-0.23337982742517221,-0.05925513493049028,0.04361148218678601,0.04353420193603131,0.03717411455034579,2.997002997002997,0.971028971028971,0.012767812553044072,-0.06993630900761261,-1.8813174127630181,0,0,6,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
BTC-USD,fold_16,2026-03-28,2026-05-03,uptrend_oversold_reversion,1,5001,0.03564502267560421,0.41693373424394675,3.8992045247575575,0.5382557512032068,-0.015012997070978584,0.015649573463490676,0.01765634257806397,0.03737380122051577,70.22977022977022,0.2987012987012987,0.524762889154889,0.01798868009754024,0.4813179154938522,0,1,8,881,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
