agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,0.052239290374943244,2.4102495268112882e-05,-0.00048132158859531446,0.05418345434583532,83.9080459770115,0.16141929035482258,0.7920445663051086,no evidence,-0.09378463092687414,0.08530137777250704,37,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.8878060969515242
breakout_volume_momentum,-0.05618773492140846,0.024212529295217344,0.025307669315272847,0.07822205840075469,14.742628685657172,0.8530734632683659,0.06901356752147778,no evidence,-0.09658144294616998,0.15905036282290624,36,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9085457271364317
mean_reversion_vol_filter,-0.029358892352828497,-0.007340292410341141,-0.008031287926423684,0.02980859930764537,20.889555222388807,0.7916041979010495,0.10149191138273668,no evidence,-0.05738570478019594,0.03977771976171191,27,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9085457271364317
trend_momentum_verification,-0.024707907940542655,-0.0010891970635379215,0.001907684020578443,0.06416283747507326,33.53323338330835,0.665167416291854,0.1770690331615363,no evidence,-0.10270256345831381,0.10784937375695473,49,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9085457271364317
adx_trend_following,-0.0186191465111143,0.013439152755634887,0.013136660812804068,0.06618673935951593,31.434282858570718,0.6861569215392304,0.16357655139945632,no evidence,-0.09399150955962547,0.1232898496693944,32,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9085457271364317
uptrend_oversold_reversion,-0.039245040332186454,-0.029457503745270758,-0.027400248669776778,0.05297619792507076,41.12943528235882,0.5892053973013494,0.22973328354112224,no evidence,-0.11437452190407638,0.06283767059832968,99,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9085457271364317
volatility_squeeze_breakout,-0.007176444793532251,-0.0022723907305358046,-0.002558481418062219,0.016479155296804306,35.73213393303348,0.6431784107946027,0.1916685417318247,no evidence,-0.030120350369119385,0.023113244981184403,8,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9085457271364317
connors_rsi2_pullback,-0.02414873994836101,-0.0050409941237515325,-0.005252774705966766,0.018483888774140967,12.243878060969514,0.8780609695152424,0.05647532714091644,no evidence,-0.03439670166301974,0.022175565143672783,17,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9085457271364317
donchian_trend_reentry,0.0013594182688785247,0.011842343162267139,0.011973109554398141,0.060355443261784575,43.278360819590205,0.5677161419290355,0.2458687572612113,no evidence,-0.08448754450144341,0.1134981605191934,28,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9085457271364317
turn_of_month_seasonality,-0.0365473523986463,-0.0001663137569677822,-0.0016419141674069355,0.02649495326715293,9.195402298850574,0.9085457271364318,0.04165320975026276,no evidence,-0.04586573982342618,0.03698490888660169,10,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9085457271364317
random,0.31564981264912834,0.07303009311833597,0.075061026091418,0.11397185403395461,97.40129935032483,0.026486756621689155,1.5769712190354224,strong evidence,-0.10257485470501321,0.274413650888469,61,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.2913543228385807
