agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
uptrend_oversold_reversion,0.0604972130940374,-0.0079179556543466,-0.0068795633866496,0.0412877308146459,94.75262368815592,0.067376776480687,1.6318837376450486,2000,0.5689655172413793,False
turn_of_month_seasonality,0.0711326111749695,0.0083031804208492,0.008052811484847,0.0518753849840717,89.70514742628686,0.06307979969012249,1.2159871143026908,2000,0.5689655172413793,False
trend_pullback,0.0115431444467823,0.0049906132753307,0.0017365617393511,0.0469204458612815,57.02148925537232,0.0098065827074312,0.20900446548236104,2000,0.7517491254372815,False
breakout_volume_momentum,0.0068617795335475,0.0039676975961296,0.0027841770370456,0.0411342310474202,53.47326336831584,0.0040776024965019,0.09912917763799145,2000,0.7517491254372815,False
mean_reversion_vol_filter,0.0018861055016728,0.0002458529636179,-0.000123365506467,0.0215473197309877,54.07296351824088,0.0020094710081398,0.09325851350550729,2000,0.7517491254372815,False
connors_rsi2_pullback,0.000867727511613,0.0002287393313493,-0.0009118152004051,0.0120046556743733,52.973513243378314,0.0017795427120181001,0.14823771379107054,2000,0.7517491254372815,False
volatility_squeeze_breakout,0.0027280985967254,0.0031048508627376,0.0034683423911865,0.0245961389845895,49.07546226886557,-0.0007402437944611,-0.030095934769473105,2000,0.7517491254372815,False
random,0.0219475939416344,0.031105773605512,0.0341987308918297,0.0803116446247689,45.37731134432784,-0.012251136950195297,-0.1525449641510258,2000,0.7517491254372815,False
trend_momentum_verification,0.0001704771351006,0.0170821149264788,0.0169920757802779,0.0624519933321702,37.68115942028986,-0.0168215986451773,-0.2693524697555519,2000,0.7622855239047143,False
donchian_trend_reentry,-0.0090014739052957,0.0101777265804472,0.0111434850275637,0.0444844365584649,30.08495752123938,-0.0201449589328594,-0.45285408766239693,2000,0.7696151924037982,False
adx_trend_following,-0.0204043261087329,0.0026277322394995,0.0044290697357744,0.0380061370687877,21.73913043478261,-0.024833395844507302,-0.6534048908880448,2000,0.7831084457771115,False
