Date,Open,High,Low,Close,Volume,data_interval,timeframe_label,data_source,source_period_requested,download_interval,source_download_interval,downloaded_at_utc,bar_return,daily_return,ema_20,sma_20,sma_50,sma_100,sma_200,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,adx_14,plus_di_14,minus_di_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_28_prev,rolling_low_14_prev,rolling_low_7_prev,rolling_high_78_prev,rolling_low_28_prev,trailing_return_17,trailing_return_85,trailing_return_7,trailing_return_5,trailing_return_28,trailing_return_20,trailing_return_60,trailing_return_504,trailing_return_252,rolling_high_20_prev,rolling_low_10_prev,rolling_high_55_prev,rolling_low_20_prev,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20,bars_per_year,regime
2024-12-26 20:30:00,530.3099975585938,530.8699951171875,529.3200073242188,529.5499877929688,5966601,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,-0.0014142938285203,-0.0014142938285203,524.1791173482412,526.5703539167132,515.1916718818773,490.8320530700683,473.30390335083007,524.1791173482412,515.1916718818773,490.8320530700683,473.30390335083007,0.0093857144771706,6.452686524656877,14167294.285714284,0.4211531771466393,56.62722466778737,1.54998779296875,5.093557497906244,0.0096186528473636,16.53023962851196,28.74630542115071,23.4996837715483,526.5703539167132,6.452686524656877,539.475726966027,513.6649808673994,0.0490167095557946,3.1923003357139805,4.152954785764293,-0.9606544500503124,539.1500244140625,509.2999877929687,509.2999877929687,539.1500244140625,509.2999877929687,0.0057929492743946,0.0768245310273427,0.0299122963105762,0.0299122963105762,0.0136286109469334,0.0136286109469334,0.0768245310273427,0.2937667995031698,0.2937667995031698,539.1500244140625,509.2999877929687,539.1500244140625,509.2999877929687,0.0073913310276351,1.3013424525841062,0.0658820971414028,0.744006515921769,0.0102462503121034,0.0278698525126461,0.088500788255698,0.4617664076613408,498.7409297942516,stressed
2024-12-27 17:30:00,526.010009765625,526.4299926757812,517.8679809570312,519.9349975585938,19963029,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,-0.0181569076688073,-0.0181569076688073,523.8864194317138,526.5037471226284,515.6701930946027,491.243828125,473.5103658294678,523.8864194317138,515.6701930946027,491.243828125,473.5103658294678,0.010004326756106,6.510946592409456,14615406.785714284,1.3658893859535066,48.377105104190576,11.6820068359375,5.422979964807807,0.0104301114375295,16.217678314984212,25.650087671711436,31.527365746287167,526.5037471226284,6.510946592409456,539.5256403074474,513.4818539378094,0.0494655289956978,2.6888981787272996,3.9438038419018655,-1.254905663174566,539.1500244140625,509.2999877929687,509.2999877929687,539.1500244140625,509.2999877929687,-0.0173775957503207,0.0560701394171045,-0.0028097943745114,-0.0028097943745114,-0.0035741477156089,-0.0035741477156089,0.0560701394171045,0.2729776575524878,0.2729776575524878,539.1500244140625,509.2999877929687,539.1500244140625,509.2999877929687,0.0074371496433621,1.402433988515847,0.0658820971414028,0.7508189802994566,-0.0075425163290285,0.0082704110516789,0.089036756758813,-1.0088778138178216,498.7409297942516,stressed
2024-12-27 20:30:00,519.9199829101562,522.8599853515625,519.7100219726562,522.5700073242188,11400455,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,0.0050679599911487,0.0050679599911487,523.7956323898176,526.3633902413504,516.1052650129292,491.6779281616211,473.7131408691406,523.7956323898176,516.1052650129292,491.6779281616211,473.7131408691406,0.0099027634451783,6.551746245039993,14572804.5,0.7823102958665231,50.45923329957317,3.14996337890625,5.309329135512729,0.0101600341793413,15.920745067132852,24.88919270014905,30.592124729960556,526.3633902413504,6.551746245039993,539.4668827314304,513.2598977512705,0.0497887684934609,2.4033501604316143,3.7237390302632583,-1.320388869831644,539.1500244140625,509.2999877929687,516.1300048828125,539.1500244140625,509.2999877929687,-0.0149481483049599,0.0515544712503479,0.00726680728596,0.00726680728596,-0.0074643735532407,-0.0074643735532407,0.0515544712503479,0.2735669672361467,0.2735669672361467,539.1500244140625,509.2999877929687,539.1500244140625,509.2999877929687,0.007522761545929,1.3505724084580968,0.065755579997586,0.7571793678238224,-0.0023398917245776,0.0125260150390591,0.089489018746683,-0.5789880705473697,498.7409297942516,stressed
2024-12-30 17:30:00,515.510009765625,519.3400268554688,511.8299865722656,518.239990234375,19659816,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,-0.008286003844758,-0.008286003844758,523.4124846549595,526.0680324009487,516.4713212134133,492.0409780883789,473.8995408630371,523.4124846549595,516.4713212134133,492.0409780883789,473.8995408630371,0.0100149606741292,6.7226592403779115,14972491.32142857,1.3130624408419558,47.16844145291359,10.740020751953123,5.580863716334749,0.0107688789392937,16.192320174115878,22.494308505821166,34.708364696976716,526.0680324009487,6.7226592403779115,539.5133508817046,512.6227139201928,0.0511162726212125,1.8956166183645564,3.4625786857063012,-1.5669620673417448,539.1500244140625,509.2999877929687,516.1300048828125,539.1500244140625,509.2999877929687,-0.0374710745731596,0.0463998304236696,-0.0070889607804043,-0.0070889607804043,-0.0157072408460599,-0.0157072408460599,0.0463998304236696,0.2613388888129619,0.2613388888129619,539.1500244140625,509.2999877929687,539.1500244140625,509.2999877929687,0.0076092386483381,1.4152373761658303,0.0649859923901998,0.7865737021340169,-0.0098822526634883,0.003424525134922,0.089832921704982,-1.1644264399951438,498.7409297942516,stressed
2024-12-30 20:30:00,518.22998046875,519.27001953125,515.469970703125,515.5700073242188,11374991,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,-0.0051520202231957,-0.0051520202231957,522.8716241493911,525.7933894566128,516.6247017014194,492.42102813720703,474.0846158599854,522.8716241493911,516.6247017014194,492.42102813720703,474.0846158599854,0.0099961394688472,6.983776244731635,14981484.67857143,0.7592699418015673,45.252858139586735,3.800048828125,5.491822971924261,0.0106519442440543,16.450316525749752,21.716065369489,33.507547761806386,525.7933894566128,6.983776244731635,539.7609419460761,511.8258369671495,0.05312943361231,1.3008267015366073,3.153756973682059,-1.852930272145452,539.1500244140625,509.2999877929687,511.8299865722656,539.1500244140625,509.2999877929687,-0.0420475740794062,0.038764574521938,-0.0140556410658345,-0.0140556410658345,-0.0146963312653124,-0.0146963312653124,0.038764574521938,0.2533304786161803,0.2533304786161803,539.1500244140625,509.2999877929687,539.1500244140625,509.2999877929687,0.0083443411341815,1.276547072173254,0.0638410937432949,0.8322137121576189,-0.0139644541565066,-0.0020415097724271,0.0897309982612843,-1.463875956808647,498.7409297942516,stressed
2024-12-31 17:30:00,516.9949951171875,517.6599731445312,510.9500122070313,511.1900939941406,13720105,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,-0.0084952834103163,-0.0084952834103163,522.0660013800634,525.3941072736468,516.703153798278,492.7751791381836,474.2620160675049,522.0660013800634,516.703153798278,492.7751791381836,474.2620160675049,0.010104751504256,7.4707054841290335,15244101.785714284,0.9000271182167998,42.287386379881056,6.709960937499943,5.552729870203045,0.0108623581236038,16.981435227753316,20.403972455268608,35.55304176499232,525.3941072736468,7.4707054841290335,540.3355182419049,510.4526963053887,0.0568769644021758,0.536208525948723,2.779821481148726,-2.243612955200003,539.1500244140625,509.2999877929687,511.8299865722656,539.1500244140625,509.2999877929687,-0.0460024104693785,0.0319359247287689,-0.0334478723441086,-0.0334478723441086,-0.0214022651139041,-0.0214022651139041,0.0319359247287689,0.2422602527196613,0.2422602527196613,539.1500244140625,509.2999877929687,539.1500244140625,509.2999877929687,0.0091147352318262,1.1917360019054957,0.0603496356209082,0.9424574617062093,-0.0208324375791043,-0.0106696848347275,0.0894887979490479,-1.9012947719169973,498.7409297942516,stressed
2024-12-31 20:30:00,511.1700134277344,513.4600219726562,510.2799987792969,511.1799926757813,12709310,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,-1.9760395355894467e-05,-1.9760395355894467e-05,521.3152421590785,525.0012501307896,516.6859702526683,493.1569790649414,474.4446160125733,521.3152421590785,516.6859702526683,493.1569790649414,474.4446160125733,0.0101053873062677,7.905941311621032,15248438.392857144,0.8334827260707199,42.28066004518361,3.180023193359375,5.4340945363608615,0.0106304914398468,17.526917261709194,19.806953897620616,35.12925308846562,525.0012501307896,7.905941311621032,540.8131327540316,509.1893675075475,0.0602355998935352,-0.1114069067658647,2.3667888543037847,-2.4781957610696494,539.1500244140625,509.2999877929687,510.9500122070313,539.1500244140625,509.2999877929687,-0.0460746126231733,0.0235575301694226,-0.0360550547941026,-0.0360550547941026,-0.0210655332534538,-0.0210655332534538,0.0235575301694226,0.2410263424071355,0.2410263424071355,539.1500244140625,509.2999877929687,539.1500244140625,509.2999877929687,0.009261133146207,1.1478607716811242,0.0588727310788087,1.0231494070302625,-0.0194416902934221,-0.0106563326544254,0.0890332671389733,-1.748211491867799,498.7409297942516,stressed
2025-01-02 17:30:00,514.3599853515625,516.6300048828125,505.7099914550781,507.6724853515625,23794626,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,-0.006861589605373,-0.006861589605373,520.3743623792498,524.5413393293109,516.6024844747194,493.4575915527344,474.6158222198486,520.3743623792498,516.6024844747194,493.4575915527344,474.6158222198486,0.0101609640376443,8.503485156399737,15771295.82142857,1.5087299274210604,39.95758224667428,10.920013427734377,5.708390480929537,0.0112442384522306,18.313958606765144,17.912442622970463,35.77206840772879,524.5413393293109,8.503485156399737,541.5483096421103,507.5343690165114,0.0648451095753288,-0.861233156159642,1.9056428528090097,-2.7668760089686515,539.1500244140625,509.2999877929687,510.2799987792969,539.1500244140625,509.2999877929687,-0.0519388979351871,0.0150607239623083,-0.0413133848469833,-0.0413133848469833,-0.024738262882311,-0.024738262882311,0.0150607239623083,0.2345820770432867,0.2345820770432867,539.1500244140625,509.2999877929687,539.1500244140625,509.2999877929687,0.0094774563046943,1.1864194453380092,0.0588727310788087,1.1014455824807128,-0.024409113795714,-0.0172860166017918,0.0884645228608118,-1.983757679056196,498.7409297942516,stressed
2025-01-02 20:30:00,507.5799865722656,510.75,505.8399963378906,510.1499938964844,10806832,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,0.0048801316132116,0.0048801316132116,519.6692335183694,523.8284824916294,516.5461460167254,493.7673414611816,474.8067096710205,519.6692335183694,516.5461460167254,493.7673414611816,474.8067096710205,0.0095397532068883,8.836878212112987,15531910.285714284,0.6957825406666012,42.314172577205234,4.910003662109375,5.668471139988529,0.0111113813737273,19.0616478845683,17.13665884720366,34.22278834132687,523.8284824916294,8.836878212112987,541.5022389158554,506.15472606740343,0.0674791731070423,-1.3427457953837347,1.441587331638618,-2.784333127022353,539.1500244140625,505.7099914550781,505.7099914550781,539.1500244140625,505.7099914550781,-0.0123707445748199,0.0235343287844334,-0.0188196672815944,-0.0188196672815944,-0.0376525475969687,-0.0376525475969687,0.0235343287844334,0.2473410256425563,0.2473410256425563,539.1500244140625,505.7099914550781,539.1500244140625,505.7099914550781,0.0097876983717578,1.1352394558652257,0.0588727310788087,1.1461872393300858,-0.0183178818523389,-0.0123825376872213,0.0879082698191542,-1.5478869649233715,498.7409297942516,stressed
2025-01-03 17:30:00,513.3499755859375,518.2999877929688,512.530029296875,518.2899780273438,14953751,4h,4-Hour,yfinance,730d,1h,1h,2026-05-30T01:15:16Z,0.0159560604297706,0.0159560604297706,519.5741124500228,523.4131251743862,516.6043150995819,494.1005912780762,475.0177346038818,519.5741124500228,516.6043150995819,494.1005912780762,475.0177346038818,0.0100646981098013,8.814091213433734,15668373.214285716,0.9543907842561374,49.20863761423197,8.149993896484375,5.792547277813321,0.0111762671928565,18.97168528032863,22.448096844808735,31.815250666401063,523.4131251743862,8.814091213433734,541.0413076012537,505.7849427475187,0.0673585799782696,-1.2643553447655904,1.0550240921523024,-2.3193794369178926,539.1500244140625,505.7099914550781,505.7099914550781,539.1500244140625,505.7099914550781,0.0010042267348049,0.044139515953516,-0.0081903462443062,-0.0081903462443062,-0.0219467188592211,-0.0219467188592211,0.044139515953516,0.2657890608201347,0.2657890608201347,539.1500244140625,505.7099914550781,539.1500244140625,505.7099914550781,0.0099875288221121,1.1190222718669405,0.0588727310788087,1.1441388694555632,-0.002471513479807,0.0032629671849275,0.0875474271089671,-0.5812450793831323,498.7409297942516,stressed
