ticker,fold_id,fold_start,fold_end,agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,number_of_trades,test_bar_count,transaction_cost,simulations_per_run,null_model,execution_cost_model
SPY,fold_03,2025-07-07,2025-12-12,adx_trend_following,1,5001,-0.02397129361726069,-0.05454561942338976,-1.1488777650176973,-0.3233559295365188,-0.04758673913419209,0.027205852613461277,0.026492569023867846,0.02483230525127255,2.797202797202797,0.973026973026973,0.011875120600703101,-0.05046386264112854,-2.032185982352262,0,0,5,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_03,2025-07-07,2025-12-12,random,1,5001,0.0663913584989333,0.16020595741264132,2.1536136698680752,0.6607915063213445,-0.02557956724804855,0.05554252654128168,0.05660303197447594,0.026039270674175375,64.83516483516483,0.35264735264735264,0.4526593720914961,0.009788326524457353,0.3759063242184042,0,1,6,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_02,2025-07-01,2025-12-31,breakout_volume_momentum,1,5001,-0.04637596819754852,-0.09040458324643852,-2.0537300728296715,-0.8041952813378407,-0.05080672200129088,0.02282164701667996,0.02066854336020666,0.03510624492600661,3.796203796203796,0.9630369630369631,0.016357043576487852,-0.06704451155775518,-1.9097602634250632,0,0,7,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_02,2025-07-01,2025-12-31,trend_momentum_verification,1,5001,-0.05148833017438925,-0.10010906962107446,-1.2733871972606419,-0.593492303919941,-0.07707930413387454,0.04012939141997468,0.043998730767903615,0.060192256658037686,4.495504495504496,0.9560439560439561,0.019522139702475055,-0.09548706094229287,-1.5863678526753182,0,0,6,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_02,2025-07-01,2025-12-31,adx_trend_following,1,5001,-0.012224878398981343,-0.024245669247058732,-0.30886235545543955,-0.09573713405502933,-0.05401194147864019,0.048864756069027494,0.04800259574089117,0.039693298237836246,6.093906093906094,0.9400599400599401,0.026844454052061716,-0.06022747413987251,-1.5173209789470905,0,0,5,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_02,2025-07-01,2025-12-31,uptrend_oversold_reversion,1,5001,-0.001548798383092631,-0.003088163130162025,-0.025081400198456623,-0.00840744072117651,-0.03628679325710982,0.004277747866634565,0.00345772166586359,0.027952828967992005,42.357642357642355,0.5774225774225774,0.2385062390587896,-0.0050065200489562214,-0.17910602374768744,0,0,5,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
QQQ,fold_02,2025-07-01,2025-12-31,random,1,5001,-0.009192635537502492,-0.018259490274445067,-0.10531083691370612,-0.20130255951860312,-0.08587371472629557,0.038764563972679085,0.0382302310477381,0.04393732944550002,14.385614385614387,0.8571428571428571,0.06694678963061322,-0.04742286658524059,-1.0793297449737822,0,0,5,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
BTC-USD,fold_11,2025-12-02,2026-01-13,random,1,5001,-0.08216701467793663,-0.526972151943131,-2.1112577255035574,-0.5226257115071137,-0.13625996008836683,-0.010985621007243542,-0.011167188672207307,0.04186514928123191,4.795204795204795,0.9530469530469531,0.02088570277522351,-0.07099982600572932,-1.695917182303192,0,0,6,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
BTC-USD,fold_12,2026-01-13,2026-02-24,random,1,5001,-0.2146540502716997,-0.8787254366060214,-5.669705736065294,-1.0098753231716138,-0.23998263943514553,-0.18318442495921178,-0.18411095335972194,0.06975666985730851,34.96503496503497,0.6513486513486514,0.1861864817473984,-0.030543096911977763,-0.43785199285538595,0,0,6,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
BTC-USD,fold_14,2026-04-07,2026-05-19,uptrend_oversold_reversion,1,5001,-0.005145153799779756,-0.043530845911794014,-0.3530643355536414,-0.043232168909750374,-0.042386015409630495,0.006378830069151709,0.010051953892735171,0.04336156759338282,39.16083916083916,0.6093906093906094,0.2151042424685516,-0.015197107692514927,-0.3504741303410368,0,0,7,251,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
