agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,0.08887117119859478,-0.05998373524577495,-0.05208130299151831,0.12857305204581346,86.00699650174913,0.14042978510744628,0.8525407687311315,no evidence,-0.24906829382543613,0.16033367259953135,49,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.6431784107946027
breakout_volume_momentum,-0.2271561624545122,-0.040628193452749706,-0.03303426168105325,0.10773593981952427,2.6986506746626686,0.9735132433783108,0.0116581360936147,no evidence,-0.1996468678027005,0.15130252733792715,40,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9735132433783108
mean_reversion_vol_filter,-0.0927645862116049,-0.03310045937227572,-0.030903266912852837,0.0887240770014956,24.48775612193903,0.7556221889055472,0.12169529747102367,no evidence,-0.17066384330087758,0.11783824986998628,46,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9735132433783108
trend_momentum_verification,-0.019830451710596858,-0.04868056149236019,-0.04364084996141542,0.13525462869032634,59.52023988005997,0.4052973513243378,0.3922262344250554,no evidence,-0.2534628207664791,0.1864646958476569,43,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9735132433783108
adx_trend_following,-0.14754625770911114,-0.04521030092018505,-0.03970784296876683,0.13391111306160178,20.789605197401297,0.7926036981509246,0.10094390565462638,no evidence,-0.2524385265383632,0.19144142860946553,48,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9735132433783108
uptrend_oversold_reversion,0.07414929488043862,-0.025808700704659217,-0.02513032570754048,0.0693074349300236,92.70364817591205,0.0734632683658171,1.1339297538880353,weak evidence,-0.13336390704498988,0.08925245331363806,34,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.6431784107946027
volatility_squeeze_breakout,0.048167694818757385,-0.009423742024793364,-0.008853710397736386,0.0623509957187067,82.50874562718641,0.17541229385307347,0.7559399721703873,no evidence,-0.11317206418264487,0.09416611018598463,12,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.6431784107946027
connors_rsi2_pullback,-0.0758626953673627,-0.028727453888281632,-0.027603131977635555,0.0641868222619277,23.088455772113946,0.769615192403798,0.11372636779974836,no evidence,-0.13126136118848433,0.07923514147634371,48,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9735132433783108
donchian_trend_reentry,-0.15457042067990415,-0.01911482417455869,-0.01815137549040863,0.08303832231571491,5.097451274362818,0.9495252373813093,0.022493487683382444,no evidence,-0.1546976516626448,0.11746225881315285,24,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9735132433783108
turn_of_month_seasonality,-0.1289232781096742,-0.06542729067142815,-0.05953534202347031,0.11466038411348382,27.336331834082962,0.7271364317841079,0.13838409531428533,no evidence,-0.23553279445272307,0.1332710033517607,101,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9735132433783108
random,-0.394773804050874,-0.2412687702516541,-0.2215488625843019,0.16236313661100238,12.693653173413294,0.8735632183908046,0.05870566033782715,no evidence,-0.4630074374293186,0.06489861577910871,210,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.9735132433783108
