agent,mean_actual_cumulative_return,median_actual_cumulative_return,std_actual_cumulative_return,min_actual_cumulative_return,max_actual_cumulative_return,p25_actual_cumulative_return,p75_actual_cumulative_return,mean_annualized_return,median_annualized_return,std_annualized_return,min_annualized_return,max_annualized_return,p25_annualized_return,p75_annualized_return,mean_annualized_sharpe,median_annualized_sharpe,std_annualized_sharpe,min_annualized_sharpe,max_annualized_sharpe,p25_annualized_sharpe,p75_annualized_sharpe,mean_trade_level_return_ratio,median_trade_level_return_ratio,std_trade_level_return_ratio,min_trade_level_return_ratio,max_trade_level_return_ratio,p25_trade_level_return_ratio,p75_trade_level_return_ratio,mean_max_drawdown,median_max_drawdown,std_max_drawdown,min_max_drawdown,max_max_drawdown,p25_max_drawdown,p75_max_drawdown,mean_number_of_trades,median_number_of_trades,std_number_of_trades,min_number_of_trades,max_number_of_trades,p25_number_of_trades,p75_number_of_trades,mean_p_value,median_p_value,std_p_value,min_p_value,max_p_value,p25_p_value,p75_p_value,mean_p_value_prominence,median_p_value_prominence,std_p_value_prominence,min_p_value_prominence,max_p_value_prominence,p25_p_value_prominence,p75_p_value_prominence,mean_actual_percentile,median_actual_percentile,std_actual_percentile,min_actual_percentile,max_actual_percentile,p25_actual_percentile,p75_actual_percentile,mean_RCSI,median_RCSI,std_RCSI,min_RCSI,max_RCSI,p25_RCSI,p75_RCSI,mean_RCSI_z,median_RCSI_z,std_RCSI_z,min_RCSI_z,max_RCSI_z,p25_RCSI_z,p75_RCSI_z,mean_median_simulated_return,median_median_simulated_return,std_median_simulated_return,min_median_simulated_return,max_median_simulated_return,p25_median_simulated_return,p75_median_simulated_return,proportion_significant,proportion_outperforming_null_median,mean_percentile,median_percentile,std_percentile,min_percentile,max_percentile,p25_percentile,p75_percentile,number_of_outer_runs,simulations_per_run,transaction_cost,research_grade,robustness_scope,p_value_interpretation,null_model,stability_classification,evidence_bucket,confidence_score,evaluation_power_score,confidence_bucket,evaluation_power_label,evidence_label,confidence_label,skill_luck_verdict,verdict_label,final_classification
trend_pullback,0.6054318003575365,0.6054318003575365,1.1102230246251565e-16,0.6054318003575365,0.6054318003575365,0.6054318003575365,0.6054318003575365,0.015328653586416042,0.01532865358641604,1.734723475976807e-18,0.01532865358641604,0.01532865358641604,0.01532865358641604,0.01532865358641604,0.25893004219459115,0.25893004219459115,0.0,0.25893004219459115,0.25893004219459115,0.25893004219459115,0.25893004219459115,0.12741367683117164,0.12741367683117164,2.7755575615628914e-17,0.12741367683117164,0.12741367683117164,0.12741367683117164,0.12741367683117164,-0.19527697950238243,-0.19527697950238243,2.7755575615628914e-17,-0.19527697950238243,-0.19527697950238243,-0.19527697950238243,-0.19527697950238243,132.0,132.0,0.0,132,132,132.0,132.0,0.5528942115768463,0.5528942115768463,0.013478597218470377,0.5349301397205589,0.5768463073852296,0.5414171656686626,0.562874251497006,0.2574864770186416,0.2573607868755987,0.010554840131788142,0.23893988311069783,0.27170293183845684,0.24959684840562862,0.26646853170289175,44.91017964071857,44.91017964071857,1.3478597218470367,42.51497005988024,46.706586826347305,43.9121756487026,46.05788423153693,-0.1682730167216236,-0.16269352614202182,0.022296117515619465,-0.2057326455518671,-0.14515781628186897,-0.18318087706015873,-0.14728782745598357,-0.27145522366562674,-0.2659534671645898,0.02879263786850179,-0.32870805132399505,-0.23686161467037486,-0.29321460117660236,-0.24525131883811546,0.6808973224547018,0.6790276997864557,0.017414158141793736,0.6554669005548035,0.721567221321635,0.6690542313124965,0.6888049928974479,0.0,0.0,44.91017964071857,44.91017964071857,1.3478597218470367,42.51497005988024,46.706586826347305,43.9121756487026,46.05788423153693,10,500,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,moderately variable,random_luck,0.35,,low,Not Used,Random / Luck,Low,random_luck,Random / Luck,random / luck
breakout_volume_momentum,0.4443289396431993,0.4443289396431993,0.0,0.4443289396431993,0.4443289396431993,0.4443289396431993,0.4443289396431993,0.011794857358103575,0.011794857358103575,1.734723475976807e-18,0.011794857358103575,0.011794857358103575,0.011794857358103575,0.011794857358103575,0.28436711569245315,0.28436711569245315,5.551115123125783e-17,0.28436711569245315,0.28436711569245315,0.28436711569245315,0.28436711569245315,0.17545647657034982,0.17545647657034982,2.7755575615628914e-17,0.17545647657034982,0.17545647657034982,0.17545647657034982,0.17545647657034982,-0.13966437720971214,-0.13966437720971214,0.0,-0.13966437720971214,-0.13966437720971214,-0.13966437720971214,-0.13966437720971214,117.0,117.0,0.0,117,117,117.0,117.0,0.48522954091816367,0.48403193612774453,0.017111039656804616,0.4550898203592814,0.5189620758483033,0.4745508982035928,0.4930139720558882,0.3143213805089862,0.31512690607787397,0.015256395417450646,0.2848643778964278,0.34190287886679194,0.3071515086629012,0.32372365593176633,51.67664670658682,51.79640718562874,1.711103965680464,48.30339321357285,54.690618762475054,50.89820359281437,52.744510978043905,-0.04343475977506791,-0.0463755970554427,0.014683217734081107,-0.06399095651287223,-0.011286094514973921,-0.05289901022749696,-0.03457058684424549,-0.09469525247963748,-0.10144687687071616,0.03086716892518601,-0.13551980245385456,-0.025910354156412352,-0.11465404104794256,-0.07645175939251647,0.42899521147073355,0.42987400918912855,0.01828960376740594,0.40239193132301476,0.46353527920731413,0.41446191314552994,0.4371222476850491,0.0,0.8,51.67664670658682,51.79640718562874,1.711103965680464,48.30339321357285,54.690618762475054,50.89820359281437,52.744510978043905,10,500,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,unstable,random_luck,0.35,,low,Not Used,Random / Luck,Low,random_luck,Random / Luck,random / luck
mean_reversion_vol_filter,-0.025022015321429107,-0.02502201532142911,3.469446951953614e-18,-0.02502201532142911,-0.02502201532142911,-0.02502201532142911,-0.02502201532142911,-0.0009907510690761489,-0.0009907510690761489,0.0,-0.0009907510690761489,-0.0009907510690761489,-0.0009907510690761489,-0.0009907510690761489,-0.03626390082777388,-0.03626390082777388,0.0,-0.03626390082777388,-0.03626390082777388,-0.03626390082777388,-0.03626390082777388,-0.05353577180876597,-0.05353577180876597,0.0,-0.05353577180876597,-0.05353577180876597,-0.05353577180876597,-0.05353577180876597,-0.10009802533858925,-0.10009802533858925,0.0,-0.10009802533858925,-0.10009802533858925,-0.10009802533858925,-0.10009802533858925,16.0,16.0,0.0,16,16,16.0,16.0,0.7087824351297405,0.7025948103792414,0.02493732207736647,0.6646706586826348,0.7504990019960079,0.6936127744510978,0.719560878243513,0.14975460636322063,0.1532968149404224,0.015228196649441018,0.12464988093958469,0.17739349236092583,0.14293371229342247,0.15888426303429548,29.321357285429144,29.940119760479043,2.4937322077366484,25.149700598802394,33.73253493013972,28.243512974051896,30.838323353293415,-0.05282029126443222,-0.0526539942620125,0.005219009846063566,-0.060765063192286944,-0.04327291580382632,-0.05630794330481552,-0.04927666529229496,-0.5423744839226932,-0.5422383541578738,0.0475025249800206,-0.6069380150737417,-0.46462626828594744,-0.5898719791886089,-0.5020072476241151,0.02632808680943524,0.026322634595968997,0.006021011370098729,0.019070119718962924,0.03732478458761622,0.021045348528853425,0.03037464400187042,0.0,0.0,29.321357285429144,29.940119760479043,2.4937322077366484,25.149700598802394,33.73253493013972,28.243512974051896,30.838323353293415,10,500,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,moderately variable,negative_skill,0.6,,low,Not Used,Negative Skill,Low,negative_skill,Negative Skill,negative skill
trend_momentum_verification,0.8261193591895493,0.8261193591895493,0.0,0.8261193591895493,0.8261193591895493,0.8261193591895493,0.8261193591895493,0.019447011778116977,0.019447011778116977,0.0,0.019447011778116977,0.019447011778116977,0.019447011778116977,0.019447011778116977,0.37849002841888996,0.37849002841888996,5.551115123125783e-17,0.37849002841888996,0.37849002841888996,0.37849002841888996,0.37849002841888996,0.22390099764555363,0.2239009976455536,2.7755575615628914e-17,0.2239009976455536,0.2239009976455536,0.2239009976455536,0.2239009976455536,-0.17412647737882558,-0.17412647737882558,0.0,-0.17412647737882558,-0.17412647737882558,-0.17412647737882558,-0.17412647737882558,99.0,99.0,0.0,99,99,99.0,99.0,0.6982035928143713,0.6926147704590819,0.02551144959468336,0.6646706586826348,0.7425149700598802,0.6786427145708582,0.717564870259481,0.15630479549042192,0.15951005449756694,0.015744115082082278,0.12929478598534822,0.17739349236092583,0.1441706320978387,0.16835880882499063,30.37924151696607,30.93812375249501,2.551144959468336,25.948103792415168,33.73253493013972,28.44311377245509,32.33532934131736,-0.5917318725104537,-0.5888080588517665,0.046671589361544176,-0.6523268281287038,-0.531436277624826,-0.6344573571932777,-0.5479406665977962,-0.5945269473893672,-0.5885912263075999,0.04330411024807009,-0.6716408195744323,-0.5200775022123905,-0.628429733485915,-0.5642322450694012,1.2500014150989185,1.238364764997515,0.04897728570303603,1.1847600542349448,1.3198171599784747,1.2074161165065778,1.296401006183994,0.0,0.0,30.37924151696607,30.93812375249501,2.551144959468336,25.948103792415168,33.73253493013972,28.44311377245509,32.33532934131736,10,500,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,moderately variable,negative_skill,0.6,,low,Not Used,Negative Skill,Low,negative_skill,Negative Skill,negative skill
adx_trend_following,0.5417654784476622,0.5417654784476622,1.1102230246251565e-16,0.5417654784476622,0.5417654784476622,0.5417654784476622,0.5417654784476622,0.013980500455582006,0.013980500455582008,1.734723475976807e-18,0.013980500455582008,0.013980500455582008,0.013980500455582008,0.013980500455582008,0.28052719322132547,0.28052719322132547,0.0,0.28052719322132547,0.28052719322132547,0.28052719322132547,0.28052719322132547,0.13157314733317316,0.13157314733317316,0.0,0.13157314733317316,0.13157314733317316,0.13157314733317316,0.13157314733317316,-0.14338303343520442,-0.14338303343520442,0.0,-0.14338303343520442,-0.14338303343520442,-0.14338303343520442,-0.14338303343520442,136.0,136.0,0.0,136,136,136.0,136.0,0.8039920159680639,0.7984031936127745,0.015736848977586437,0.7744510978043913,0.8303393213572854,0.7964071856287425,0.8158682634730539,0.09483152345286147,0.09777773453928333,0.008505939861239748,0.08074439524050299,0.11100600027303846,0.08838020408926936,0.09886483018049752,19.800399201596807,20.35928143712575,1.573684897758644,17.16566866267465,22.75449101796407,18.612774451097803,20.55888223552894,-0.8102447281882668,-0.8093478665283382,0.026910297018302873,-0.8606257733914451,-0.7760921816320288,-0.8269161093655824,-0.7874426244708423,-0.8602940502230789,-0.8708383318930839,0.03516202426810661,-0.8999628074129142,-0.7966734910330017,-0.8917743528997748,-0.8288458035333345,1.2030831801645696,1.1948529001292147,0.04240371070656593,1.1387924643184402,1.296425718737197,1.1793595507673755,1.2220838968440393,0.0,0.0,19.800399201596807,20.35928143712575,1.573684897758644,17.16566866267465,22.75449101796407,18.612774451097803,20.55888223552894,10,500,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,moderately variable,negative_skill,0.6,,low,Not Used,Negative Skill,Low,negative_skill,Negative Skill,negative skill
uptrend_oversold_reversion,0.2020866839104445,0.2020866839104445,0.0,0.2020866839104445,0.2020866839104445,0.2020866839104445,0.2020866839104445,0.006255867391352035,0.006255867391352036,8.673617379884035e-19,0.006255867391352036,0.006255867391352036,0.006255867391352036,0.006255867391352036,0.20865265952703949,0.20865265952703949,0.0,0.20865265952703949,0.20865265952703949,0.20865265952703949,0.20865265952703949,0.153973518323071,0.153973518323071,0.0,0.153973518323071,0.153973518323071,0.153973518323071,0.153973518323071,-0.10512512834711651,-0.10512512834711651,0.0,-0.10512512834711651,-0.10512512834711651,-0.10512512834711651,-0.10512512834711651,78.0,78.0,0.0,78,78,78.0,78.0,0.3031936127744511,0.30439121756487025,0.024615723448662488,0.2554890219560878,0.3373253493013972,0.2874251497005988,0.32285429141716565,0.5197464458292337,0.5166822924838779,0.035920434153354726,0.4719510212535722,0.5926277562193774,0.49103275082567166,0.541475233771996,69.88023952095809,69.76047904191617,2.4615723448662457,66.46706586826348,74.6506986027944,67.91417165668663,71.45708582834331,0.09830334829360818,0.0975887642038015,0.010765332629828607,0.08020369936908768,0.11365498565211248,0.09053352710992736,0.10861692261602869,0.49238322542434065,0.48210138056417373,0.0661120591573644,0.3965689432484889,0.6117082782450742,0.4400767605313046,0.5369883631768981,0.09100567456517601,0.09223505100800408,0.011716517503357915,0.07348323780091676,0.11040352579551349,0.08186116226430129,0.09607591596722287,0.0,1.0,69.88023952095809,69.76047904191617,2.4615723448662457,66.46706586826348,74.6506986027944,67.91417165668663,71.45708582834331,10,500,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,moderately variable,random_luck,0.35,,low,Not Used,Random / Luck,Low,random_luck,Random / Luck,random / luck
volatility_squeeze_breakout,0.10779302164365809,0.1077930216436581,1.3877787807814457e-17,0.1077930216436581,0.1077930216436581,0.1077930216436581,0.1077930216436581,0.0033338430666225603,0.0033338430666225603,0.0,0.0033338430666225603,0.0033338430666225603,0.0033338430666225603,0.0033338430666225603,0.15326047519710637,0.15326047519710637,2.7755575615628914e-17,0.15326047519710637,0.15326047519710637,0.15326047519710637,0.15326047519710637,0.20228433323649214,0.20228433323649211,2.7755575615628914e-17,0.20228433323649211,0.20228433323649211,0.20228433323649211,0.20228433323649211,-0.06678975101414009,-0.06678975101414009,0.0,-0.06678975101414009,-0.06678975101414009,-0.06678975101414009,-0.06678975101414009,30.0,30.0,0.0,30,30,30.0,30.0,0.6179640718562874,0.6187624750499002,0.014942089638493328,0.592814371257485,0.6506986027944112,0.6167664670658682,0.622255489021956,0.2091632353852933,0.20847603203297302,0.01047136289589652,0.18662012579930673,0.22708127655003335,0.20603168309670425,0.2098792464424111,38.40319361277445,38.32335329341318,1.4942089638493323,35.12974051896208,40.91816367265469,37.974051896207584,38.522954091816366,-0.08052675432185204,-0.07999376309606965,0.008323843577777799,-0.09925153780266015,-0.06871149050778534,-0.0834940076984382,-0.07432995650647684,-0.3499908624928037,-0.34671837291855434,0.03197765998826552,-0.4104344064490328,-0.29572005570111115,-0.36431642058934166,-0.3345058756302721,0.178691080378818,0.17964547720861118,0.009410811366125614,0.16388438041629425,0.19489221571337428,0.17339508586308022,0.18383772903763712,0.0,0.0,38.40319361277445,38.32335329341318,1.4942089638493323,35.12974051896208,40.91816367265469,37.974051896207584,38.522954091816366,10,500,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,moderately variable,random_luck,0.35,,low,Not Used,Random / Luck,Low,random_luck,Random / Luck,random / luck
connors_rsi2_pullback,0.4800810627090127,0.4800810627090127,0.0,0.4800810627090127,0.4800810627090127,0.4800810627090127,0.4800810627090127,0.012901781114910823,0.012901781114910823,0.0,0.012901781114910823,0.012901781114910823,0.012901781114910823,0.012901781114910823,0.4509418792518409,0.4509418792518409,1.1102230246251565e-16,0.4509418792518409,0.4509418792518409,0.4509418792518409,0.4509418792518409,0.27622243388734585,0.27622243388734585,0.0,0.27622243388734585,0.27622243388734585,0.27622243388734585,0.27622243388734585,-0.11073559335700134,-0.11073559335700134,0.0,-0.11073559335700134,-0.11073559335700134,-0.11073559335700134,-0.11073559335700134,103.0,103.0,0.0,103,103,103.0,103.0,0.03772455089820359,0.03792415169660679,0.008299649854807101,0.021956087824351298,0.05389221556886228,0.03592814371257485,0.03992015968063872,1.434765273421918,1.4210841249144168,0.10214097684673419,1.2684739617082583,1.6584450407090208,1.3988077302032644,1.4445652207639397,96.42714570858284,96.40718562874252,0.8299649854807124,94.81037924151696,98.00399201596807,96.20758483033931,96.6067864271457,0.40143826550903566,0.4005972894765174,0.0072537748672455125,0.39199826780114294,0.41639508738727826,0.39524830962262014,0.40502175267164175,2.0520312514582533,2.005922602941836,0.14408365479713048,1.9244593010260596,2.4316094252538774,1.9669721718727777,2.1016872282306887,0.06177576065350822,0.062079751449460874,0.008478560807052025,0.044758053733843624,0.07724395950467616,0.05683126237018021,0.06649381775698607,0.9,1.0,96.42714570858284,96.40718562874252,0.8299649854807124,94.81037924151696,98.00399201596807,96.20758483033931,96.6067864271457,10,500,0.00047,False,monte_carlo_seed_stability_only,strong evidence,structure_preserving_random_timing,stable,strong_skill,0.9,,high,Not Used,Strong Skill,High,strong_skill,Strong Skill,strong skill
donchian_trend_reentry,0.17280355574130898,0.17280355574130898,0.0,0.17280355574130898,0.17280355574130898,0.17280355574130898,0.17280355574130898,0.005195178357314666,0.005195178357314666,0.0,0.005195178357314666,0.005195178357314666,0.005195178357314666,0.005195178357314666,0.13547552606641147,0.13547552606641147,2.7755575615628914e-17,0.13547552606641147,0.13547552606641147,0.13547552606641147,0.13547552606641147,0.07463700974905967,0.07463700974905967,1.3877787807814457e-17,0.07463700974905967,0.07463700974905967,0.07463700974905967,0.07463700974905967,-0.20266412437299638,-0.2026641243729964,2.7755575615628914e-17,-0.2026641243729964,-0.2026641243729964,-0.2026641243729964,-0.2026641243729964,103.0,103.0,0.0,103,103,103.0,103.0,0.8822355289421158,0.8802395209580839,0.009614047567898059,0.8682634730538922,0.9001996007984032,0.875748502994012,0.8867265469061877,0.054441152262847556,0.055399136399407155,0.004720151339540849,0.04566118398928517,0.06134846891260841,0.052212150294274035,0.057622495622211424,11.976047904191617,12.17564870259481,0.961404756789804,10.179640718562874,13.373253493013973,11.52694610778443,12.624750499001994,-0.7394581621260391,-0.7462210656018147,0.028428414612500244,-0.7935734722682319,-0.7000445717986639,-0.7527027943349438,-0.7156143383969069,-1.0634971849171884,-1.0691484475977204,0.043229098337545006,-1.1355983917441759,-0.9754906480308722,-1.082688513032248,-1.052976343806389,0.8070660324770431,0.8089801659330236,0.04127817316940535,0.7416568320136315,0.8687291851314644,0.7736062282403138,0.8402354039315966,0.0,0.0,11.976047904191617,12.17564870259481,0.961404756789804,10.179640718562874,13.373253493013973,11.52694610778443,12.624750499001994,10,500,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,stable,negative_skill,0.6,,low,Not Used,Negative Skill,Low,negative_skill,Negative Skill,negative skill
turn_of_month_seasonality,0.45051863830511885,0.45051863830511885,0.0,0.45051863830511885,0.45051863830511885,0.45051863830511885,0.45051863830511885,0.011843787083690292,0.011843787083690292,1.734723475976807e-18,0.011843787083690292,0.011843787083690292,0.011843787083690292,0.011843787083690292,0.2833760150159649,0.2833760150159649,0.0,0.2833760150159649,0.2833760150159649,0.2833760150159649,0.2833760150159649,0.10281318694032852,0.10281318694032852,0.0,0.10281318694032852,0.10281318694032852,0.10281318694032852,0.10281318694032852,-0.14159611391993354,-0.14159611391993354,0.0,-0.14159611391993354,-0.14159611391993354,-0.14159611391993354,-0.14159611391993354,231.0,231.0,0.0,231,231,231.0,231.0,0.450499001996008,0.45109780439121755,0.018338306380428545,0.4231536926147705,0.47904191616766467,0.436626746506986,0.45808383233532934,0.3466651840435947,0.34574629319993744,0.01765028994896079,0.3196264841556397,0.37350186493849424,0.3390581371039376,0.3599309208973079,55.1497005988024,55.08982035928144,1.8338306380428542,52.29540918163673,57.884231536926144,54.39121756487026,56.53692614770459,-0.010594109556884302,-0.006394675227949953,0.02404594497954934,-0.05375335433676276,0.032842659385953155,-0.017904780701127804,0.0021510153654191316,-0.021289833791651128,-0.013229041025743501,0.05099772615486845,-0.10894958636915857,0.07449531618664627,-0.037294876333704444,0.0045184780934343066,0.39397299862422086,0.38770123547598956,0.022462288199402134,0.3691872178201392,0.4333865864606774,0.3770457681354825,0.40798393335424027,0.0,1.0,55.1497005988024,55.08982035928144,1.8338306380428542,52.29540918163673,57.884231536926144,54.39121756487026,56.53692614770459,10,500,0.00047,False,monte_carlo_seed_stability_only,no evidence,structure_preserving_random_timing,unstable,random_luck,0.35,,low,Not Used,Random / Luck,Low,random_luck,Random / Luck,random / luck
