agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
connors_rsi2_pullback,0.4089681383967458,0.0363106430207723,0.0490308829843389,0.1777943937211968,96.55172413793105,0.3599372554124069,2.0244578463864964,2000,0.3848075962018991,False
turn_of_month_seasonality,0.5135687601006731,0.1610744209593858,0.2237794431784194,0.3754369196569501,80.40979510244878,0.2897893169222537,0.7718721887742004,2000,0.7201399300349824,False
trend_pullback,0.5674583126506714,0.3929933032688946,0.454440311264862,0.4388354440389212,64.7176411794103,0.11301800138580936,0.25754073177321923,2000,0.7499821517812523,False
mean_reversion_vol_filter,0.1328249757364103,0.0225397187539757,0.0200584897957283,0.0973371221667091,88.9055472263868,0.112766485940682,1.1585146902899703,2000,0.612943528235882,False
uptrend_oversold_reversion,0.0879692838967681,0.0602501748247751,0.071673130370839,0.1847069230534946,56.47176411794103,0.0162961535259291,0.08822708567999601,2000,0.7499821517812523,False
volatility_squeeze_breakout,0.1038341721366718,0.0940241089126354,0.1017826347534151,0.1988331768423558,52.32383808095952,0.0020515373832566963,0.010317882638284509,2000,0.7499821517812523,False
random,1.140114477195694,0.951643170989498,1.1399537615422168,0.9358060703560304,57.87106446776612,0.00016071565347708372,0.00017174034083358632,2000,0.7499821517812523,False
breakout_volume_momentum,0.0640695225155703,0.1382711028265286,0.1738221403233948,0.3247452676072921,39.63018490754623,-0.1097526178078245,-0.33796525694270046,2000,0.8307721139430284,False
donchian_trend_reentry,0.0513594177494275,0.4300456935961088,0.4975701919756669,0.4694231069079222,15.942028985507244,-0.4462107742262394,-0.9505513632795329,2000,0.8855572213893054,False
adx_trend_following,0.0191777550323231,0.5743019583888243,0.6497661211643033,0.5727534784855935,11.494252873563218,-0.6305883661319802,-1.1009769295497023,2000,0.8855572213893054,False
trend_momentum_verification,0.1153461261059545,0.6566225723850089,0.7487388284526457,0.6215388552073193,13.993003498250877,-0.6333927023466912,-1.0190717716841982,2000,0.8855572213893054,False
