asset,agent,RCSI,RCSI_z,p_value,actual_percentile,number_of_trades,null_dispersion,abs_null_dispersion,path_degenerate,bonferroni_significant
GM,trend_momentum_verification,-0.2981927302737683,-0.6828956827520432,0.7376311844077961,26.286856571714143,24.0,0.4366592699371933,0.4366592699371933,False,False
CL=F,uptrend_oversold_reversion,0.1235778876803727,0.2816965354707781,0.3205358928214357,67.96640671865627,48.0,0.43869154256315696,0.43869154256315696,False,False
ES=F,trend_pullback,0.1130180013858093,0.2575407317732192,0.3533233383308345,64.7176411794103,116.0,0.438835444038921,0.438835444038921,False,False
AMD,random,-0.4799196792180528,-1.0632301166711782,0.8842315369261478,11.776447105788424,90.0,0.4513789364061778,0.4513789364061778,False,False
BTC-USD,volatility_squeeze_breakout,0.522525398471628,1.1574861748178094,0.1074462768615692,89.30534732633684,11.0,0.45143122210844083,0.45143122210844083,False,False
VOO,adx_trend_following,-0.4876311692460489,-1.0751173625385442,0.8695652173913043,13.093453273363318,73.0,0.4535608727354794,0.4535608727354794,False,False
SPY,breakout_volume_momentum,-0.0806266352055777,-0.173560237334952,0.5162418790604698,48.425787106446776,115.0,0.46454554593617686,0.46454554593617686,False,False
ES=F,donchian_trend_reentry,-0.4462107742262394,-0.9505513632795328,0.841079460269865,15.942028985507244,73.0,0.46942310690792227,0.46942310690792227,False,False
SPY,turn_of_month_seasonality,-0.0232169173932749,-0.0475571507114578,0.4427786106946527,55.77211394302849,235.0,0.488189831517415,0.488189831517415,False,False
FXI,trend_momentum_verification,0.1625681587194431,0.3248451648458015,0.3083383323335333,69.18616276744652,48.0,0.5004481405675576,0.5004481405675576,False,False
ARKK,trend_pullback,-0.1861887288809526,-0.3640985555894567,0.59,41.0,78.0,0.5113690401202572,0.5113690401202572,False,False
NQ=F,breakout_volume_momentum,-0.3412057704724353,-0.6664259837759221,0.7236552689462108,27.65446910617876,89.0,0.5119934978213,0.5119934978213,False,False
NQ=F,turn_of_month_seasonality,0.148879122518125,0.2832512708538056,0.3335332933413317,66.66666666666666,190.0,0.5256079595666349,0.5256079595666349,False,False
VXX,breakout_volume_momentum,-0.4060295351057688,-0.7604901788683489,0.8305,16.95,22.0,0.5339050343950043,0.5339050343950043,False,False
RKLB,trend_pullback,0.048060901032002,0.0881477678310046,0.3832335329341317,61.876247504990026,76.0,0.5452310615981059,0.5452310615981059,False,False
QQQ,breakout_volume_momentum,0.0464765279139647,0.0851166396615839,0.4077961019490255,59.2703648175912,98.0,0.5460333972152941,0.5460333972152941,False,False
COIN,momentum_relative_strength,-0.1753230429890808,-0.3206540679250405,0.5495,45.05,353.0,0.5467669383507281,0.5467669383507281,False,False
QQQ,turn_of_month_seasonality,0.3714625578074967,0.6759470022007452,0.1959020489755122,80.45977011494253,210.0,0.5495439089131109,0.5495439089131109,False,False
GM,trend_pullback,-0.4836635714103304,-0.8640493792670093,0.8185907046476761,18.190904547726134,57.0,0.5597638086617597,0.5597638086617597,False,False
TSM,uptrend_oversold_reversion,0.1107587673236393,0.1959960723184742,0.3473263368315842,65.31734132933533,58.0,0.56510707594011,0.56510707594011,False,False
PLTR,momentum_relative_strength,0.8416596395034092,1.481419948074837,0.082,91.8,39.0,0.5681438545479145,0.5681438545479145,False,False
ES=F,adx_trend_following,-0.6305883661319802,-1.1009769295497025,0.8855572213893054,11.494252873563218,92.0,0.5727534784855934,0.5727534784855934,False,False
FXI,breakout_volume_momentum,0.3260502662121193,0.5563086659008137,0.2205558888222355,77.96440711857629,76.0,0.5860959682951478,0.5860959682951478,False,False
ARKK,breakout_volume_momentum,0.0504222020468436,0.0828644729585399,0.376,62.4,43.0,0.6084899866806811,0.6084899866806811,False,False
SPY,trend_pullback,-0.1484261125861075,-0.2438172714591575,0.5397301349325337,46.07696151924038,132.0,0.6087596325634821,0.6087596325634821,False,False
COIN,breakout_volume_momentum,0.2666204674335887,0.4353566844085277,0.243,75.7,89.0,0.6124184536084871,0.6124184536084871,False,False
DIA,trend_momentum_verification,-0.7869788068341232,-1.284391246400371,0.9432113577284544,5.698860227954409,88.0,0.6127251404427634,0.6127251404427634,False,False
ES=F,trend_momentum_verification,-0.6333927023466912,-1.0190717716841982,0.8605697151424287,13.993003498250877,77.0,0.6215388552073193,0.6215388552073193,False,False
GM,adx_trend_following,-0.6474113390624875,-1.0349041512164692,0.8910544727636182,10.944527736131937,37.0,0.6255761350473794,0.6255761350473794,False,False
QQQ,trend_pullback,0.1504609146269421,0.2355012343937142,0.3388305847076461,66.16691654172914,109.0,0.6388965009644046,0.6388965009644046,False,False
XLU,trend_momentum_verification,0.0572141514395886,0.0883977062436291,0.3963207358528294,60.38792241551689,85.0,0.6472357018167774,0.6472357018167774,False,False
DIA,random,3.1810886865158285,4.7620002674811825,0.0013997200559888,99.88002399520096,181.0,0.6680152263406817,0.6680152263406817,False,False
XLU,random,0.0251581480409361,0.0374786389361646,0.4189162167566487,58.12837432513497,175.0,0.6712663200973401,0.6712663200973401,False,False
MRNA,trend_momentum_verification,0.9983810401824116,1.4773572661154992,0.0693861227754449,93.08138372325536,10.0,0.6757884927912613,0.6757884927912613,False,False
GC=F,random,-0.440796309304114,-0.6446380482453019,0.710257948410318,28.994201159768046,215.0,0.6837888494232647,0.6837888494232647,False,False
PLTR,random,-0.1203941715681867,-0.1760344462688708,0.495,50.5,26.0,0.6839239371611368,0.6839239371611368,False,False
GM,breakout_volume_momentum,-0.7989502732777047,-1.168123577005758,0.9400299850074962,6.046976511744128,69.0,0.6839604036806172,0.6839604036806172,False,False
VOO,random,-0.5362049306841145,-0.7839093527872111,0.7811094452773614,21.93903048475762,135.0,0.684013947247374,0.684013947247374,False,False
PLTR,trend_pullback,0.1307578097908519,0.182945864291017,0.3379999999999999,66.2,35.0,0.7147349862080066,0.7147349862080066,False,False
BTC-USD,uptrend_oversold_reversion,-0.4511709801797955,-0.6262569350680041,0.712143928035982,28.835582208895556,32.0,0.7204247249266847,0.7204247249266847,False,False
SPY,donchian_trend_reentry,-0.7276644064820459,-0.999666141515936,0.8515742128935532,14.89255372313843,103.0,0.7279074245513455,0.7279074245513455,False,False
TQQQ,breakout_volume_momentum,-0.5450030674002077,-0.7280885514458694,0.7640471905618876,23.61527694461108,19.0,0.7485395372828171,0.7485395372828171,False,False
NQ=F,donchian_trend_reentry,-0.8935675475012633,-1.1424585990087497,0.9122175564887024,8.798240351929614,87.0,0.7821443580332488,0.7821443580332488,False,False
NQ=F,trend_pullback,-0.4399669618763385,-0.5554205523538164,0.6776644671065787,32.25354929014197,119.0,0.7921330242674723,0.7921330242674723,False,False
BOTZ,momentum_relative_strength,0.9016892904827412,1.1310546022291277,0.12,88.0,77.0,0.7972111060824613,0.7972111060824613,False,False
QQQ,donchian_trend_reentry,-0.4736575914386062,-0.5933716126391102,0.703648175912044,29.68515742128935,94.0,0.7982478119098793,0.7982478119098793,False,False
CL=F,donchian_trend_reentry,-0.0467337988545304,-0.0583855789024433,0.4085182963407318,59.16816636672666,46.0,0.8004339381924789,0.8004339381924789,False,False
VXX,momentum_relative_strength,0.3539404523638292,0.4275614313192522,0.221,77.9,63.0,0.827811926982601,0.827811926982601,False,False
ETH-USD,trend_pullback,-0.9102804450250112,-1.0810880985913165,0.9582083583283344,4.199160167966406,54.0,0.842003946034674,0.842003946034674,False,False
SMH,breakout_volume_momentum,-0.5890496971405558,-0.6902975093587504,0.745,25.5,89.0,0.8533272815771152,0.8533272815771152,False,False
DBA,momentum_relative_strength,2.245370330462422,2.6272842255710382,0.0255,97.45,163.0,0.8546354858026038,0.8546354858026038,False,False
FXI,random,-0.9048408400032968,-1.0551907852031437,0.9348130373925216,6.53869226154769,137.0,0.8575139706409569,0.8575139706409569,False,False
SMH,trend_pullback,-0.8852305765591776,-1.023020971441948,0.903,9.7,262.0,0.8653102930152499,0.8653102930152499,False,False
CL=F,turn_of_month_seasonality,0.0583925851101169,0.0673077213962103,0.3569286142771445,64.32713457308539,141.0,0.8675466038492968,0.8675466038492968,False,False
RKLB,breakout_volume_momentum,-0.2208602549893926,-0.2517513943409142,0.5049900199600799,49.700598802395206,73.0,0.8772950615332452,0.8772950615332452,False,False
ARKK,random,0.0637796668409996,0.0703251323218772,0.4575,54.25,72.0,0.9069256570905677,0.9069256570905677,False,False
QQQ,trend_momentum_verification,0.9020615364494092,0.9794954261363036,0.136431784107946,86.40679660169916,87.0,0.92094512376404,0.92094512376404,False,False
SMH,random,-0.2374949719876581,-0.256653438929924,0.5115000000000001,48.85,192.0,0.9253527752359598,0.9253527752359598,False,False
ES=F,random,0.000160715653477,0.0001717403408335,0.4217891054472764,57.87106446776612,231.0,0.9358060703560133,0.9358060703560133,False,False
USDJPY=X,momentum_relative_strength,-0.2577065251793024,-0.2741641559483911,0.4731053789242151,52.70945810837833,174.0,0.9399716176895616,0.9399716176895616,False,False
BTC-USD,turn_of_month_seasonality,1.0977251257014606,1.1285732982393937,0.1189405297351324,88.1559220389805,56.0,0.9726662215152023,0.9726662215152023,False,False
SPY,adx_trend_following,-0.9009817684796092,-0.9206148267416931,0.84007996001999,16.041979010494753,138.0,0.9786739712507448,0.9786739712507448,False,False
SPY,trend_momentum_verification,-0.5023505453967201,-0.4927862542162476,0.6326836581709145,36.7816091954023,99.0,1.0194085997704705,1.0194085997704705,False,False
SMH,volatility_managed_tsmom,-0.688336636295509,-0.6548718245741638,0.723,27.7,79.0,1.0511013155026268,1.0511013155026268,False,False
ARKK,momentum_relative_strength,0.3266562862465924,0.3094654785880689,0.297,70.3,102.0,1.0555500010435939,1.0555500010435939,False,False
NQ=F,adx_trend_following,-1.1435495651874863,-1.0677044559864075,0.8942211557688462,10.597880423915216,108.0,1.0710356773129777,1.0710356773129777,False,False
MTUM,momentum_relative_strength,0.7997375694884628,0.7169220257816838,0.183,81.7,112.0,1.1155154127347147,1.1155154127347147,False,False
CL=F,adx_trend_following,0.326370603322242,0.2915945130300356,0.2655468906218756,73.46530693861227,71.0,1.119261813025351,1.119261813025351,False,False
RKLB,random,-0.8559708715357643,-0.7491782884947126,0.8023952095808383,19.960079840319363,90.0,1.1425462866197376,1.1425462866197376,False,False
QQQ,adx_trend_following,-0.3871900554438978,-0.3366743713587933,0.5612193903048476,43.92803598200899,112.0,1.1500431526202213,1.1500431526202213,False,False
NQ=F,trend_momentum_verification,-0.5188069925750076,-0.4447757110459759,0.6146770645870826,38.552289542091586,87.0,1.1664463226980917,1.1664463226980917,False,False
CL=F,trend_pullback,0.0133111412776494,0.0107311698027744,0.3693261347730454,63.08738252349531,95.0,1.2404184746203517,1.2404184746203517,False,False
PLTR,breakout_volume_momentum,-1.4120902392537715,-1.137405326329117,0.929,7.1,25.0,1.241501342191862,1.241501342191862,False,False
CL=F,breakout_volume_momentum,0.5605030247030808,0.4500152921012522,0.2229554089182163,77.7244551089782,96.0,1.245519951301942,1.245519951301942,False,False
CL=F,trend_momentum_verification,0.2602264029940125,0.2055961365558347,0.2823435312937412,71.78564287142571,63.0,1.2657164057328558,1.2657164057328558,False,False
TQQQ,trend_pullback,-1.3632916974234124,-1.0413490581394802,0.9462107578484305,5.398920215956808,92.0,1.309159197646108,1.309159197646108,False,False
MRNA,trend_pullback,0.1750666038483352,0.1248628653647414,0.2909418116376724,70.92581483703259,16.0,1.4020710107600194,1.4020710107600194,False,False
BTC-USD,trend_momentum_verification,3.516333034816797,2.4455929548814894,0.0299850074962518,97.05147426286857,34.0,1.4378243230534635,1.4378243230534635,False,False
GM,random,-0.7646588460459307,-0.5271910648395054,0.6496751624187906,35.08245877061469,130.0,1.4504396926353798,1.4504396926353798,False,False
MRNA,breakout_volume_momentum,-0.3821998211556401,-0.2575562907192181,0.4857028594281143,51.449710057988405,28.0,1.4839467523326988,1.4839467523326988,False,False
QQQ,random,-1.1876306460868693,-0.7504922565903865,0.8105947026486756,18.990504747626183,226.0,1.5824688871307966,1.5824688871307966,False,False
ICLN,momentum_relative_strength,0.7543599898500641,0.4609397175505164,0.236,76.4,166.0,1.636569731631752,1.636569731631752,False,False
NQ=F,random,3.4242455514750247,2.034150572886915,0.0463907218556288,95.38092381523695,227.0,1.6833786038834153,1.6833786038834153,False,False
BTC-USD,donchian_trend_reentry,3.9088935481832583,2.316051880722893,0.0284857571214392,97.20139930034982,34.0,1.687740063475263,1.687740063475263,False,False
ETH-USD,trend_momentum_verification,-0.4204336501610036,-0.2180541127874989,0.4575084983003399,54.26914617076585,30.0,1.9281161212067135,1.9281161212067135,False,False
ETH-USD,breakout_volume_momentum,1.439656140992524,0.7042483922269933,0.1421715656868626,85.80283943211357,45.0,2.044244838728001,2.044244838728001,False,False
VXX,random,-0.002024996038344,0.0009711939102001,0.363,63.7,46.0,-2.085058418381948,2.085058418381948,False,False
TSM,breakout_volume_momentum,-1.7906930176684792,-0.8585778815974906,0.8930534732633684,10.74462768615692,116.0,2.0856500686189037,2.0856500686189037,False,False
SPY,random,0.1304278484071548,0.0591897587249768,0.3868065967016492,61.36931534232883,310.0,2.203554317786348,2.203554317786348,False,False
TSM,trend_pullback,-1.5676092108236652,-0.685394962981094,0.8130934532733634,18.74062968515742,107.0,2.2871618489949515,2.2871618489949515,False,False
MRNA,random,-0.5704518731139347,-0.2314839477494404,0.4533093381323735,54.68906218756248,50.0,2.4643258362406852,2.4643258362406852,False,False
DIA,momentum_relative_strength,-2.564364293840426,-1.0382164248776429,0.93001399720056,7.018596280743851,222.0,2.469970838828373,2.469970838828373,False,False
USDC-USD,momentum_relative_strength,-1.211663544958603,-0.4452785737180276,0.6586826347305389,34.3313373253493,376.0,2.7211359730187428,2.7211359730187428,False,False
CL=F,random,-2.1402945564602085,-0.772135090526851,0.9592081583683264,4.0991801639672065,226.0,2.7719172237073453,2.7719172237073453,False,False
XLU,momentum_relative_strength,-3.024467398870564,-1.0514695855078977,0.9588082383523296,4.139172165566887,233.0,2.8764192902542565,2.8764192902542565,False,False
TSM,trend_momentum_verification,-1.8401523984689856,-0.5563331617571854,0.6981509245377311,30.23488255872064,93.0,3.3076446362766525,3.3076446362766525,False,False
ETH-USD,random,4.732329022946294,1.400546237023985,0.0627874425114977,93.74125174965006,64.0,3.378916666829937,3.378916666829937,False,False
SMH,momentum_relative_strength,-0.2568621035820862,-0.0699193543176303,0.3875,61.25,249.0,3.6736910128662035,3.6736910128662035,False,False
TQQQ,trend_momentum_verification,-3.3692052893216236,-0.8848821922874355,0.9496100779844032,5.0589882023595285,54.0,3.8075184682066783,3.8075184682066783,False,False
NVAX,trend_momentum_verification,-1.5632116193617964,-0.3856948840113435,0.8375812093953023,16.291854072963517,44.0,4.05297473252412,4.05297473252412,False,False
BTC-USD,adx_trend_following,24.095931568063264,4.836021499204898,0.0069965017491254,99.3503248375812,69.0,4.982593971516655,4.982593971516655,False,False
TSM,adx_trend_following,-1.76075245671126,-0.3390196668575041,0.527736131934033,47.276361819090454,127.0,5.193658742669153,5.193658742669153,False,False
TQQQ,random,6.631172185498376,1.1608527530829955,0.0909818036392721,90.92181563687262,96.0,5.712328430877467,5.712328430877467,False,False
BTC-USD,breakout_volume_momentum,21.05385253970792,3.3168250219862356,0.0199900049975012,98.05097451274362,93.0,6.347592170267729,6.347592170267729,False,False
AAPL,random,-6.280646629711935,-0.8192320687399332,1.0,0.01999600079984,165.0,7.666504851759824,7.666504851759824,False,False
NVDA,breakout_volume_momentum,-5.59901488138834,-0.6444365762942554,0.9495252373813092,5.097451274362818,123.0,8.688232616442583,8.688232616442583,False,False
AAPL,trend_momentum_verification,-7.3801390271199985,-0.6069439327687617,0.8664267146570686,13.377324535092985,124.0,12.15950704615041,12.15950704615041,False,False
NVDA,trend_pullback,-6.560525195525386,-0.5309604123777896,0.9240379810094952,7.646176911544228,100.0,12.355959206347448,12.355959206347448,False,False
NVAX,breakout_volume_momentum,-3.0279004468267137,-0.2291722464467174,0.9645177411294352,3.598200899550225,115.0,13.212334799583601,13.212334799583601,False,False
MRNA,momentum_relative_strength,-2.570729423159218,-0.1873053217268941,0.902619476104779,9.758048390321935,296.0,13.724807172897862,13.724807172897862,False,False
TSM,random,-10.117856958355022,-0.6845215213788577,0.942528735632184,5.797101449275362,250.0,14.780918703584714,14.780918703584714,False,False
AAPL,breakout_volume_momentum,-10.258161893648342,-0.666848666504235,0.999000199960008,0.1199760047990401,235.0,15.383043273406912,15.383043273406912,False,False
NVDA,random,-10.862219395974336,-0.6929738451577183,1.0,0.0499750124937531,150.0,15.674789852280982,15.674789852280982,False,False
AAPL,trend_pullback,-9.536825353436994,-0.6052838738379389,0.9992001599680064,0.0999800039992001,176.0,15.755954793519612,15.755954793519612,False,False
BTC-USD,trend_pullback,-9.402108030857514,-0.5914126044683707,0.8650674662668666,13.543228385807096,54.0,15.897713305094678,15.897713305094678,False,False
RSPN,momentum_relative_strength,-8.61680217978843,-0.5138695543846583,0.9620758483033932,3.992015968063872,304.0,16.76846216372317,16.76846216372317,False,False
RKLB,momentum_relative_strength,-8.617871993204398,-0.5138070390051078,0.9620758483033932,3.992015968063872,304.0,16.77258452879764,16.77258452879764,False,False
VG,momentum_relative_strength,-8.618219418433334,-0.5138224767518037,0.9620758483033932,3.992015968063872,304.0,16.77275675621382,16.77275675621382,False,False
EVLV,momentum_relative_strength,-8.621110229457278,-0.5139611315952421,0.9620758483033932,3.992015968063872,304.0,16.773856425093694,16.773856425093694,False,False
HEI,momentum_relative_strength,-8.623341070539878,-0.5140510035320941,0.9620758483033932,3.992015968063872,304.0,16.775263565848658,16.775263565848658,False,False
VTEB,momentum_relative_strength,-8.62211188926946,-0.5139101372418631,0.9620758483033932,3.992015968063872,304.0,16.77746995913336,16.77746995913336,False,False
SNAP,momentum_relative_strength,-8.622734054249284,-0.5139354094372804,0.9620758483033932,3.992015968063872,304.0,16.77785553575791,16.77785553575791,False,False
AMD,momentum_relative_strength,-8.625545574535039,-0.514049965457291,0.9620758483033932,3.992015968063872,304.0,16.779585943288385,16.779585943288385,False,False
NVDA,trend_momentum_verification,-4.535535308104687,-0.2646370747848922,0.456271864067966,54.42278860569715,85.0,17.138699525723503,17.138699525723503,False,False
ETH-USD,momentum_relative_strength,-0.7335653016059096,-0.0408233205863299,0.24875024995001,75.14497100579885,56.0,17.969270776359906,17.969270776359906,False,False
NVAX,trend_pullback,-0.7728287287184281,-0.0397603878671864,0.2063968015992004,79.41029485257371,76.0,19.43715265806627,19.43715265806627,False,False
BTC-USD,random,-11.055050343259854,-0.4739102772573791,0.7526236881559221,24.78760619690155,155.0,23.327306610098884,23.327306610098884,False,False
NVAX,random,-7.166060282096286,-0.1677594508992394,0.8545727136431784,14.592703648175911,281.0,42.716283605389265,42.716283605389265,False,False
TQQQ,momentum_relative_strength,-30.506766647183422,-0.515053851591252,0.951009798040392,4.919016196760648,152.0,59.230246610006255,59.230246610006255,False,False
ARK,volatility_managed_tsmom,-16.057182064839985,-0.1812504241493961,0.5235,47.65,12.0,88.5911420080585,88.5911420080585,False,False
FXI,momentum_relative_strength,-53.58830228151459,-0.512740738399493,0.944011197760448,5.618876224755049,205.0,104.51344757350294,104.51344757350294,False,False
ARK,breakout_volume_momentum,-82.18852942306712,-0.1469728951536247,0.997,0.3,29.0,559.2087529959783,559.2087529959783,False,False
ARK,random,-202.54224060006263,-0.1157194774498785,0.999,0.1,52.0,1750.286512378952,1750.286512378952,False,False
ARK,trend_pullback,-864.3238893303419,-0.0942592621621672,0.6405000000000001,35.95,36.0,9169.644123071177,9169.644123071177,False,False
ARK,momentum_relative_strength,-6650.022676508923,-0.0922093567041626,0.795,20.5,87.0,72118.74059423649,72118.74059423649,False,False
TSM,momentum_relative_strength,-253298.6043165584,-0.0559685104680311,0.9995002498750624,0.0999500249875062,1224.0,4525734.242315439,4525734.242315439,False,False
AAPL,momentum_relative_strength,-650872.3133561022,-0.0706899813943086,1.0,0.01999600079984,1548.0,9207419.50299205,9207419.50299205,False,False
NVDA,momentum_relative_strength,-43687216.57441779,-0.232917934689389,1.0,0.0499750124937531,1561.0,187564846.10202944,187564846.10202944,False,False
NVAX,momentum_relative_strength,-9453141.4352606,-0.0263584569698589,1.0,0.0499750124937531,1335.0,358637891.66681266,358637891.66681266,False,False
