asset,agent,RCSI,RCSI_z,p_value,actual_percentile,number_of_trades,null_dispersion,abs_null_dispersion,path_degenerate,bonferroni_significant
INTL,trend_pullback,0.0372210318285112,1.51054472029829,0.0669665167416291,93.35332333833082,10.0,0.024640800982814393,0.024640800982814393,False,False
INTL,random,-0.0196217598339104,-0.7741828633302986,0.7951024487756122,20.539730134932537,18.0,0.0253451229203183,0.0253451229203183,False,False
THB=X,mean_reversion_vol_filter,-0.0294900376217958,-1.1282597565147252,0.8718,12.82,93.0,0.02613763138454271,0.02613763138454271,False,False
INTL,breakout_volume_momentum,-0.0186519278667971,-0.6960742352058629,0.769615192403798,23.088455772113942,12.0,0.0267958888914784,0.0267958888914784,False,False
RSPN,trend_pullback,-0.0333692598322666,-1.1970563552611482,0.8902195608782435,11.177644710578845,59.0,0.0278760976336714,0.0278760976336714,False,False
NZDUSD=X,mean_reversion_vol_filter,0.0233565086719811,0.7927243071938981,0.2152,78.48,148.0,0.0294635959311743,0.0294635959311743,False,False
VTEB,random,-0.0070618073372811,-0.2346923911210541,0.6067864271457086,39.52095808383233,90.0,0.030089630531049585,0.030089630531049585,False,False
THB=X,trend_pullback,-0.0026092530465665,-0.0783553746609827,0.5246,47.54,427.0,0.033300243382867585,0.033300243382867585,False,False
NZDUSD=X,trend_pullback,-0.0294818138624424,-0.8279660144396901,0.7904,20.96,322.0,0.03560751691286948,0.03560751691286948,False,False
GC=F,volatility_squeeze_breakout,0.0548351265885374,1.5049750470754983,0.0533893221355728,94.68106378724256,4.0,0.0364359041667131,0.0364359041667131,False,False
RSPN,random,-0.053607330928033,-1.2654345543970256,0.8982035928143712,10.379241516966069,88.0,0.0423627841848974,0.0423627841848974,False,False
THB=X,breakout_volume_momentum,-0.010352100180538,-0.2349783819402435,0.5872,41.28,201.0,0.044055542876155325,0.044055542876155325,False,False
HEI,mean_reversion_vol_filter,0.0183506936658574,0.3817279288103913,0.3293413173652694,67.26546906187625,18.0,0.04807270383135211,0.04807270383135211,False,False
NZDUSD=X,breakout_volume_momentum,-0.0561145396034864,-1.1634241022114715,0.881,11.9,230.0,0.048232230617211894,0.048232230617211894,False,False
QQQ,mean_reversion_vol_filter,-0.0887404832255119,-1.779429768787945,0.9515242378810594,4.897551224387806,4.0,0.0498701802015807,0.0498701802015807,False,False
XLF,mean_reversion_vol_filter,-0.0426367426990211,-0.840063127300956,0.8005,19.95,34.0,0.05075421276494894,0.05075421276494894,False,False
THB=X,random,-0.0581674274854991,-1.0892230877901534,0.8654,13.46,361.0,0.05340267584991319,0.05340267584991319,False,False
SNAP,mean_reversion_vol_filter,0.0537799663727978,0.989679401279014,0.0858283433133732,91.61676646706589,3.0,0.0543407959216845,0.0543407959216845,False,False
NZDUSD=X,momentum_relative_strength,-0.0856537312311861,-1.4918766931305656,0.9402,5.9799999999999995,410.0,0.057413411996838457,0.057413411996838457,False,False
NZDUSD=X,random,-0.0970051934122226,-1.6042917213004504,0.952,4.8,367.0,0.060466056219245154,0.060466056219245154,False,False
AUDUSD=X,volatility_squeeze_breakout,0.0213876625984977,0.346805924123896,0.3653173413293353,63.51824087956022,10.0,0.0616704073107384,0.0616704073107384,False,False
VOO,mean_reversion_vol_filter,0.0117102400527806,0.1881469378276429,0.4377811094452773,56.271864067966014,8.0,0.062239865224424124,0.062239865224424124,False,False
GBPUSD=X,volatility_squeeze_breakout,0.0570214052164936,0.9145227683891808,0.1754122938530734,82.50874562718641,12.0,0.062350995718706684,0.062350995718706684,False,False
GBPUSD=X,connors_rsi2_pullback,-0.0482595633897272,-0.7518609223680524,0.769615192403798,23.088455772113942,48.0,0.0641868222619277,0.0641868222619277,False,False
CL=F,mean_reversion_vol_filter,0.0174148456320752,0.2649352912348671,0.3813237352529494,61.8876224755049,2.0,0.0657324494253082,0.0657324494253082,False,False
VXX,volatility_managed_tsmom,-0.1755717459690102,-2.61469823626176,1.0,0.0,4.0,0.06714799571671626,0.06714799571671626,False,False
THB=X,momentum_relative_strength,-0.175155675058491,-2.533444853845079,0.9966,0.3399999999999999,514.0,0.0691373545363154,0.0691373545363154,False,False
GBPUSD=X,uptrend_oversold_reversion,0.099279620587979,1.4324526753618407,0.0734632683658171,92.70364817591204,34.0,0.0693074349300236,0.0693074349300236,False,False
EURUSD=X,connors_rsi2_pullback,0.030172530647029,0.4257220608761495,0.3168415792103948,68.36581709145428,46.0,0.07087377756495158,0.07087377756495158,False,False
GM,mean_reversion_vol_filter,-0.0173866802662824,-0.2449498888335161,0.600199900049975,40.02998500749625,2.0,0.0709805599385249,0.0709805599385249,False,False
GC=F,mean_reversion_vol_filter,-0.0312430371338955,-0.4398660247927202,0.6624675064987002,33.77324535092981,13.0,0.07102852999073589,0.07102852999073589,False,False
TQQQ,mean_reversion_vol_filter,-0.0106920873458496,-0.1479247502409371,0.6072785442911418,39.29214157168566,2.0,0.07228058407017438,0.07228058407017438,False,False
XLF,trend_pullback,-0.0301381211037716,-0.4147608057931904,0.6525000000000001,34.75,86.0,0.07266385994726604,0.07266385994726604,False,False
EURUSD=X,volatility_squeeze_breakout,-0.0061209384899561,-0.0820319083701178,0.5272363818090955,47.32633683158421,17.0,0.0746165560642474,0.0746165560642474,False,False
NQ=F,mean_reversion_vol_filter,0.030201605241795,0.4033644276391281,0.3391321735652869,66.10677864427115,5.0,0.0748742406923771,0.0748742406923771,False,False
EURUSD=X,uptrend_oversold_reversion,-0.0180373052724322,-0.2189455864189383,0.5727136431784108,42.77861069465268,37.0,0.08238259362725392,0.08238259362725392,False,False
AAPL,mean_reversion_vol_filter,-0.060326780900652,-0.7316672273721923,0.8060387922415517,19.41611677664467,2.0,0.0824511179998012,0.0824511179998012,False,False
GBPUSD=X,donchian_trend_reentry,-0.1364190451894955,-1.6428444287545338,0.9495252373813092,5.097451274362818,24.0,0.0830383223157149,0.0830383223157149,False,False
PLTR,mean_reversion_vol_filter,-0.0467511263857945,-0.5547892097601327,0.716,28.4,2.0,0.08426826903502269,0.08426826903502269,False,False
AUDUSD=X,connors_rsi2_pullback,0.0341147515107419,0.3971427140867731,0.3453273363318341,65.51724137931035,49.0,0.08590048438679918,0.08590048438679918,False,False
ETH-USD,mean_reversion_vol_filter,-0.1324652954953041,-1.5384138745032552,0.9472105578884225,5.298940211957608,4.0,0.08610510974368088,0.08610510974368088,False,False
GC=F,connors_rsi2_pullback,0.0932297831528111,1.070952103266957,0.1427714457108578,85.74285142971407,41.0,0.0870531771387461,0.0870531771387461,False,False
GBPUSD=X,mean_reversion_vol_filter,-0.0618613192987521,-0.6972326046030247,0.7556221889055472,24.48775612193903,46.0,0.0887240770014956,0.0887240770014956,False,False
AUDUSD=X,uptrend_oversold_reversion,0.00972489894954,0.1059487466313961,0.4462768615692153,55.42228885557221,30.0,0.091788711605751,0.091788711605751,False,False
EURUSD=X,mean_reversion_vol_filter,-0.0212784686737553,-0.2285339250272363,0.5717141429285357,42.87856071964018,47.0,0.0931085775174052,0.0931085775174052,False,False
GC=F,uptrend_oversold_reversion,0.0327843450581637,0.3476960775011292,0.3409318136372725,65.92681463707258,30.0,0.09429023558097871,0.09429023558097871,False,False
ES=F,mean_reversion_vol_filter,0.112766485940682,1.1585146902899703,0.1114442778610694,88.9055472263868,16.0,0.0973371221667091,0.0973371221667091,False,False
SPY,mean_reversion_vol_filter,-0.0538070769342233,-0.5353694628737697,0.6946526736631684,30.584707646176913,16.0,0.1005045686494637,0.1005045686494637,False,False
EURUSD=X,donchian_trend_reentry,0.0113033942822605,0.1116649476961934,0.4357821089455272,56.47176411794103,26.0,0.10122598465736644,0.10122598465736644,False,False
AUDUSD=X,mean_reversion_vol_filter,0.0444498451381437,0.4153652932211905,0.3113443278360819,68.91554222888556,38.0,0.10701386433476821,0.10701386433476821,False,False
GBPUSD=X,breakout_volume_momentum,-0.194121900773459,-1.801830485710208,0.9735132433783108,2.6986506746626686,40.0,0.10773593981952419,0.10773593981952419,False,False
XLF,breakout_volume_momentum,-0.029463947372403,-0.2707529715568403,0.587,41.3,98.0,0.10882224931081694,0.10882224931081694,False,False
VOO,uptrend_oversold_reversion,0.0020321623591329,0.0178180043203342,0.487256371814093,51.324337831084456,38.0,0.11405106445135178,0.11405106445135178,False,False
GBPUSD=X,turn_of_month_seasonality,-0.0693879360862038,-0.6051605061564069,0.7271364317841079,27.33633183408296,101.0,0.11466038411348364,0.11466038411348364,False,False
EURUSD=X,turn_of_month_seasonality,-0.0276727902658762,-0.2409087530385246,0.5867066466766616,41.37931034482759,104.0,0.11486834711004021,0.11486834711004021,False,False
EURUSD=X,breakout_volume_momentum,0.0057650746848889,0.0500951213418854,0.464767616191904,53.573213393303355,50.0,0.11508255755173949,0.11508255755173949,False,False
USDJPY=X,trend_pullback,-0.2053857930312019,-1.7548697410224454,0.9714057188562288,2.8794241151769646,119.0,0.1170376286228158,0.1170376286228158,False,False
AUDUSD=X,breakout_volume_momentum,-0.0467626529291445,-0.3906227397017528,0.6336831584207896,36.68165917041479,30.0,0.11971308420203235,0.11971308420203235,False,False
AUDUSD=X,donchian_trend_reentry,0.0891253621547497,0.7374877182125045,0.2153923038480759,78.51074462768615,20.0,0.1208499612315829,0.1208499612315829,False,False
VOO,volatility_squeeze_breakout,-0.1103545794797249,-0.89279210534864,0.8180909545227386,18.24087956021989,14.0,0.12360613273638982,0.12360613273638982,False,False
HEI,trend_pullback,0.0387062219983716,0.3044739970329724,0.3672654690618762,63.47305389221557,65.0,0.12712488546002168,0.12712488546002168,False,False
GBPUSD=X,trend_pullback,0.140952474190113,1.0962831786857523,0.1404297851074462,86.00699650174913,49.0,0.12857305204581343,0.12857305204581343,False,False
DIA,mean_reversion_vol_filter,0.0608628010246748,0.4688939617078136,0.3003399320135972,69.98600279944012,65.0,0.1298007779903995,0.1298007779903995,False,False
XLF,random,0.0878776525547175,0.6671565901440835,0.329,67.1,121.0,0.13171967998658135,0.13171967998658135,False,False
XLF,volatility_managed_tsmom,-0.0141774365075415,-0.1074088611247453,0.5235000000000001,47.65,104.0,0.13199503615512448,0.13199503615512448,False,False
GBPUSD=X,adx_trend_following,-0.1078384147403442,-0.8052984720598695,0.7926036981509246,20.789605197401297,48.0,0.13391111306160158,0.13391111306160158,False,False
XLU,mean_reversion_vol_filter,-0.1368827587865632,-1.0195418169081971,0.850629874025195,14.957008598280344,51.0,0.1342590921887499,0.1342590921887499,False,False
GBPUSD=X,trend_momentum_verification,0.0238103982508186,0.1760412821459438,0.4052973513243378,59.52023988005997,43.0,0.1352546286903263,0.1352546286903263,False,False
EURUSD=X,trend_momentum_verification,0.1673346798663628,1.2353406971088534,0.1144427786106946,88.6056971514243,40.0,0.1354562998353303,0.1354562998353303,False,False
JPYUSD=X,mean_reversion_vol_filter,-0.0591129988123352,-0.4346953636244683,0.6511744127936032,34.93253373313343,70.0,0.1359871849551234,0.1359871849551234,False,False
AUDUSD=X,turn_of_month_seasonality,-0.0316300474938354,-0.2277319585301133,0.5722138930534733,42.82858570714643,90.0,0.13889156224708318,0.13889156224708318,False,False
USDJPY=X,mean_reversion_vol_filter,0.2022535654944844,1.4296469305429425,0.0779844031193761,92.22155568886222,142.0,0.1414709892166689,0.1414709892166689,False,False
MTUM,mean_reversion_vol_filter,-0.0153741950123863,-0.1074703415065453,0.5165,48.35,46.0,0.14305523548978358,0.14305523548978358,False,False
AUDUSD=X,trend_pullback,0.1258462929884167,0.8616955366629819,0.1904047976011994,81.00949525237381,37.0,0.1460449632543896,0.1460449632543896,False,False
JPYUSD=X,trend_momentum_verification,0.0476889890954492,0.3263537067204116,0.3383308345827086,66.21689155422288,42.0,0.14612669662828293,0.14612669662828293,False,False
HEI,breakout_volume_momentum,-0.1065100804841837,-0.7189839118026535,0.7684630738522954,23.353293413173652,52.0,0.1481397271006233,0.1481397271006233,False,False
VXX,mean_reversion_vol_filter,-0.0815313388075228,-0.547718371365537,0.695,30.5,9.0,0.148856315708845,0.148856315708845,False,False
EURUSD=X,trend_pullback,0.2583077368520989,1.7335160594084391,0.0499750124937531,95.05247376311844,59.0,0.14900798608133242,0.14900798608133242,False,False
EURUSD=X,adx_trend_following,-0.0286910652897505,-0.1893224837684727,0.5557221389305347,44.47776111944028,52.0,0.15154600086927625,0.15154600086927625,False,False
USDJPY=X,breakout_volume_momentum,0.0761450554424646,0.498500458380714,0.2939412117576485,70.625874825035,57.0,0.15274821549775028,0.15274821549775028,False,False
GBPUSD=X,random,-0.173224941466572,-1.0668982201396675,0.8735632183908046,12.693653173413294,210.0,0.16236313661100227,0.16236313661100227,False,False
AUDUSD=X,adx_trend_following,-0.0210811247184904,-0.1268528129864896,0.5317341329335332,46.87656171914043,44.0,0.16618570942321662,0.16618570942321662,False,False
GM,volatility_squeeze_breakout,-0.3766020592593184,-2.2115300852545423,0.993503248375812,0.6996501749125438,11.0,0.170290271776236,0.170290271776236,False,False
GC=F,breakout_volume_momentum,0.1563948146518752,0.9078918311237912,0.1757648470305939,82.44351129774046,46.0,0.1722615065919133,0.1722615065919133,False,False
BOTZ,mean_reversion_vol_filter,-0.2789897700050486,-1.5694507925968213,0.9645,3.55,33.0,0.1777626742558973,0.1777626742558973,False,False
ES=F,connors_rsi2_pullback,0.3599372554124069,2.0244578463864964,0.0349825087456271,96.55172413793105,86.0,0.1777943937211968,0.1777943937211968,False,False
JPYUSD=X,breakout_volume_momentum,-0.0858444680284727,-0.4796460927148107,0.6461769115442278,35.43228385807096,89.0,0.17897460092417422,0.17897460092417422,False,False
ES=F,uptrend_oversold_reversion,0.0162961535259291,0.088227085679996,0.4357821089455272,56.47176411794103,71.0,0.18470692305349462,0.18470692305349462,False,False
AUDUSD=X,trend_momentum_verification,-0.0540357442556721,-0.291781349499512,0.5897051474262869,41.07946026986507,38.0,0.18519259146740794,0.18519259146740794,False,False
XLF,momentum_relative_strength,-0.1813932714930907,-0.9620083797381828,0.838,16.2,293.0,0.1885568518046154,0.1885568518046154,False,False
DBA,trend_pullback,0.124210757674718,0.6550622970579687,0.235,76.5,120.0,0.18961671009395029,0.18961671009395029,False,False
GC=F,trend_momentum_verification,0.0606070379917921,0.3185636405923989,0.3447310537892421,65.54689062187562,35.0,0.19025095858111002,0.19025095858111002,False,False
SPY,connors_rsi2_pullback,0.3970435854856485,2.034570273858238,0.0304847576211894,97.0014992503748,103.0,0.1951486220884957,0.1951486220884957,False,False
EURUSD=X,random,-0.015941009137471,-0.0813569914650399,0.4922538730634682,50.82458770614693,210.0,0.195939019504194,0.195939019504194,False,False
HEI,random,0.2430863667291091,1.2405656689246465,0.1077844311377245,89.42115768463074,90.0,0.19594800405836033,0.19594800405836033,False,False
JPYUSD=X,trend_pullback,0.1117613241148743,0.5687603678596943,0.2508745627186406,74.96251874062968,63.0,0.19649984497943138,0.19649984497943138,False,False
DBA,mean_reversion_vol_filter,0.2043768522620054,1.0385451760503894,0.149,85.1,192.0,0.19679148964829352,0.19679148964829352,False,False
SPY,uptrend_oversold_reversion,0.1254916333065087,0.6326412239855989,0.2508745627186406,74.96251874062968,79.0,0.1983614544052623,0.1983614544052623,False,False
DBA,volatility_managed_tsmom,0.2589556466758101,1.3046599317565375,0.103,89.7,35.0,0.19848516871914926,0.19848516871914926,False,False
ES=F,volatility_squeeze_breakout,0.0020515373832566,0.0103178826382845,0.4772613693153423,52.32383808095952,25.0,0.19883317684234664,0.19883317684234664,False,False
ICLN,mean_reversion_vol_filter,-0.0876594677971186,-0.4365064256985403,0.634,36.6,102.0,0.20082056674615348,0.20082056674615348,False,False
GC=F,donchian_trend_reentry,-0.0922327636396205,-0.458855957331961,0.646870625874825,35.332933413317335,60.0,0.20100591953935204,0.20100591953935204,False,False
ARKK,mean_reversion_vol_filter,-0.3340362745722784,-1.6532422326915623,0.971,2.9,26.0,0.20204920245017596,0.20204920245017596,False,False
DBA,breakout_volume_momentum,0.2350765166259494,1.1494856838738885,0.128,87.2,63.0,0.20450582371214632,0.20450582371214632,False,False
USDJPY=X,trend_momentum_verification,0.2807040112266549,1.372558624610059,0.0889822035592881,91.12177564487102,56.0,0.2045114913079959,0.2045114913079959,False,False
NQ=F,volatility_squeeze_breakout,-0.1102839826369736,-0.5317942982691853,0.6940611877624475,30.613877224555093,19.0,0.20738090460148126,0.20738090460148126,False,False
COIN,volatility_managed_tsmom,0.0963077575176153,0.463042689584754,0.2965,70.35,83.0,0.2079889385662948,0.2079889385662948,False,False
DBA,random,-0.1381813919318828,-0.6497256033863064,0.7284999999999999,27.15,142.0,0.21267653792877314,0.21267653792877314,False,False
JPYUSD=X,random,-0.2776340213962706,-1.303497274136097,0.9280359820089956,7.246376811594203,279.0,0.2129916394188662,0.2129916394188662,False,False
DIA,trend_pullback,-0.0395385041421487,-0.1825033647324088,0.5328934213157368,46.73065386922616,125.0,0.21664534349885048,0.21664534349885048,False,False
QQQ,volatility_squeeze_breakout,-0.2313199348148157,-1.0621497841096206,0.8615692153923038,13.893053473263366,21.0,0.21778466490837417,0.21778466490837417,False,False
AUDUSD=X,random,0.1150232916970497,0.5141322781025642,0.2763618190904547,72.41379310344827,188.0,0.2237231479057296,0.2237231479057296,False,False
GC=F,turn_of_month_seasonality,0.1451387893303269,0.6452516813910344,0.2335532893421315,76.66466706658667,141.0,0.22493360887868824,0.22493360887868824,False,False
ICLN,trend_pullback,-0.0760024983111752,-0.3322134857073641,0.6014999999999999,39.85,102.0,0.22877607797692864,0.22877607797692864,False,False
SPY,volatility_squeeze_breakout,-0.0852132636502321,-0.365900868185166,0.6306846576711644,36.98150924537731,30.0,0.23288620241018257,0.23288620241018257,False,False
NQ=F,uptrend_oversold_reversion,0.1829873735608232,0.7781591125923043,0.2067586482703459,79.34413117376525,71.0,0.23515418710606883,0.23515418710606883,False,False
SNAP,trend_pullback,-0.0407409688164187,-0.1708708515033919,0.5449101796407185,45.70858283433134,48.0,0.23843135595078346,0.23843135595078346,False,False
USDJPY=X,random,0.053008238117744,0.2198391061544065,0.3739252149570086,62.62747450509898,196.0,0.24112287865887275,0.24112287865887275,False,False
NQ=F,connors_rsi2_pullback,0.551717818279934,2.2531298560685458,0.0267946410717856,97.34053189362128,106.0,0.2448672972815773,0.2448672972815773,False,False
VOO,breakout_volume_momentum,-0.2803223233500112,-1.129172701462234,0.8810594702648675,11.944027986006995,56.0,0.24825460532919802,0.24825460532919802,False,False
GM,uptrend_oversold_reversion,-0.0251025288507275,-0.1006168168848204,0.4932533733133433,50.72463768115942,28.0,0.24948641417928424,0.24948641417928424,False,False
QQQ,connors_rsi2_pullback,0.1945679952639927,0.7692168457772881,0.2008995502248875,79.960019990005,101.0,0.25294297223481,0.25294297223481,False,False
MTUM,breakout_volume_momentum,-0.0486089809079296,-0.1917875836115148,0.545,45.5,39.0,0.2534521786686255,0.2534521786686255,False,False
QQQ,uptrend_oversold_reversion,0.0477892635965628,0.1834147079588186,0.3963018490754623,60.41979010494752,74.0,0.2605530610298316,0.2605530610298316,False,False
BOTZ,random,0.0195645077041423,0.0743444931872384,0.4255,57.45,54.0,0.26316014630523626,0.26316014630523626,False,False
FXI,mean_reversion_vol_filter,-0.1755321068467583,-0.6590837290821348,0.732253549290142,26.79464107178564,53.0,0.2663274772254066,0.2663274772254066,False,False
COIN,mean_reversion_vol_filter,-0.1971008867697944,-0.7329031492120905,0.756,24.4,36.0,0.2689316957932139,0.2689316957932139,False,False
ICLN,volatility_managed_tsmom,0.0211379913406591,0.0780750934519445,0.433,56.7,40.0,0.2707392384188385,0.2707392384188385,False,False
AMD,trend_pullback,-0.3153162411030662,-1.1494297580436943,0.8922155688622755,10.978043912175648,57.0,0.27432406277677024,0.27432406277677024,False,False
EVLV,breakout_volume_momentum,0.0917742666850087,0.3337545712816768,0.3173652694610778,68.46307385229541,58.0,0.27497530994880226,0.27497530994880226,False,False
MTUM,random,-0.2043390645558704,-0.7402411275297355,0.7535000000000001,24.65,80.0,0.27604392265770467,0.27604392265770467,False,False
XLU,trend_pullback,0.0558692971304061,0.1953893478407965,0.3803239352129574,61.9876024795041,157.0,0.2859382957556544,0.2859382957556544,False,False
BOTZ,trend_pullback,-0.0593872867831914,-0.2076358329980193,0.546,45.4,72.0,0.2860165604640983,0.2860165604640983,False,False
BOTZ,volatility_managed_tsmom,-0.2891356776883534,-1.008927080436489,0.8454999999999999,15.45,24.0,0.2865773783802746,0.2865773783802746,False,False
MTUM,trend_pullback,-0.36564565773618,-1.266529716652998,0.9195,8.05,140.0,0.2886988381942238,0.2886988381942238,False,False
ICLN,random,-0.4177258504794884,-1.439402659780174,0.9625,3.75,134.0,0.2902077800407036,0.2902077800407036,False,False
VOO,trend_pullback,-0.054795017388024,-0.1782170378629138,0.5382308845577212,46.22688655672164,56.0,0.3074622833209294,0.3074622833209294,False,False
COIN,random,-0.0154415676957682,0.0496659998527396,0.428,57.2,121.0,-0.31090822175235916,0.31090822175235916,False,False
EVLV,trend_pullback,-0.1215573557427351,-0.3836830647361011,0.6107784431137725,39.12175648702595,57.0,0.31681709961929855,0.31681709961929855,False,False
VG,breakout_volume_momentum,-0.0796256572685293,-0.2465938321543044,0.5688622754491018,43.31337325349301,26.0,0.3229020635792062,0.3229020635792062,False,False
VG,trend_pullback,0.0870416937782774,0.2691732037241987,0.3273453093812375,67.46506986027944,27.0,0.32336686034863416,0.32336686034863416,False,False
DIA,breakout_volume_momentum,-0.2540661966992927,-0.7850243387100918,0.7792441511697661,22.095580883823235,72.0,0.323641171580438,0.323641171580438,False,False
ICLN,breakout_volume_momentum,0.2521373175606278,0.777709637970014,0.2015,79.85,59.0,0.3242049542021355,0.3242049542021355,False,False
ES=F,breakout_volume_momentum,-0.1097526178078245,-0.3379652569427004,0.6041979010494752,39.63018490754623,86.0,0.32474526760729217,0.32474526760729217,False,False
BOTZ,breakout_volume_momentum,0.0842406012554593,0.2589940596689904,0.3515,64.85,32.0,0.32526074676432243,0.32526074676432243,False,False
JPYUSD=X,momentum_relative_strength,-0.5356799282491023,-1.6268654645957503,0.9960019990004998,0.4497751124437781,525.0,0.329271190462089,0.329271190462089,False,False
CL=F,connors_rsi2_pullback,-0.2558338189040459,-0.765177942504047,0.7866426714657069,21.355728854229152,57.0,0.3343455223850664,0.3343455223850664,False,False
AMD,breakout_volume_momentum,0.1094625297075446,0.3167350175613084,0.313373253493014,68.8622754491018,74.0,0.34559655118132504,0.34559655118132504,False,False
FXI,trend_pullback,0.2579397786016059,0.7397285181879579,0.2043591281743651,79.58408318336333,83.0,0.3486951932493508,0.3486951932493508,False,False
SMH,mean_reversion_vol_filter,-0.1484985053926679,-0.4216886279908066,0.6265000000000001,37.35,107.0,0.3521520276707708,0.3521520276707708,False,False
GC=F,trend_pullback,-0.3642174351940813,-1.0315059362396548,0.8700259948010398,13.01739652069586,77.0,0.35309291240904783,0.35309291240904783,False,False
VG,random,0.0678422600361449,0.1911613012686448,0.3373253493013972,66.46706586826348,27.0,0.35489536630012836,0.35489536630012836,False,False
VXX,trend_pullback,-0.6106356109210691,-1.7130318159496147,0.9985,0.15,17.0,0.35646483926077277,0.35646483926077277,False,False
GC=F,adx_trend_following,0.3895288137895492,1.076303939927458,0.141371725654869,85.88282343531294,110.0,0.3619133957790799,0.3619133957790799,False,False
COIN,trend_pullback,0.0965703941559942,0.2640966848660576,0.328,67.2,111.0,0.36566303058658983,0.36566303058658983,False,False
PLTR,volatility_managed_tsmom,-0.2707743375801978,-0.7333674190099099,0.7495,25.05,15.0,0.3692205715189249,0.3692205715189249,False,False
ES=F,turn_of_month_seasonality,0.2897893169222537,0.7718721887742004,0.1964017991004497,80.40979510244878,195.0,0.3754369196569501,0.3754369196569501,False,False
TSM,volatility_squeeze_breakout,-0.0846251049752931,-0.2222370023202749,0.5377311344327836,46.27686156921539,32.0,0.3807876460344636,0.3807876460344636,False,False
ARKK,volatility_managed_tsmom,-0.228344940205655,-0.592574699097416,0.7115,28.85,31.0,0.38534372215597473,0.38534372215597473,False,False
MTUM,volatility_managed_tsmom,-0.422476512917424,-1.0836320719159434,0.8654999999999999,13.45,38.0,0.3898708093517882,0.3898708093517882,False,False
XLU,breakout_volume_momentum,-0.6816975508385272,-1.7424845591166185,0.99000199960008,1.0197960407918416,86.0,0.3912215733975428,0.3912215733975428,False,False
CL=F,volatility_squeeze_breakout,0.1194782194482783,0.2994692998303918,0.3227354529094181,67.74645070985802,24.0,0.3989665034644496,0.3989665034644496,False,False
EVLV,random,-0.355766014944964,-0.8868473489719303,0.8323353293413174,16.966067864271455,90.0,0.4011581196666851,0.4011581196666851,False,False
SNAP,breakout_volume_momentum,-0.452316613285798,-1.1163397785399976,0.906187624750499,9.580838323353294,77.0,0.4051782638054511,0.4051782638054511,False,False
SNAP,random,1.490198030161478,3.5605656345923364,0.0099800399201596,99.20159680638724,90.0,0.4185284539297916,0.4185284539297916,False,False
VOO,trend_momentum_verification,-0.2890932544573213,-0.6898555642996507,0.7351324337831084,26.536731634182907,47.0,0.41906345243560095,0.41906345243560095,False,False
BTC-USD,connors_rsi2_pullback,0.0092050117756614,0.0214970325092423,0.4337831084457771,56.67166416791605,43.0,0.42819918385032235,0.42819918385032235,False,False
