agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,0.25944854608499807,-0.008077290608511069,0.0011408092328991728,0.14900798608133248,95.05247376311844,0.04997501249375312,1.3012470886362115,strong evidence,-0.2251522953832077,0.2551726050521389,59,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5497251374312844
breakout_volume_momentum,-0.02291052654148268,-0.031354490350587495,-0.028675601226371528,0.11508255755173942,53.573213393303355,0.46476761619190404,0.3327641400822763,no evidence,-0.20990341245352157,0.16042078792317754,50,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
mean_reversion_vol_filter,-0.04868196263595726,-0.03364904245019651,-0.02740349396220192,0.09310857751740527,42.87856071964018,0.5717141429285357,0.24282106417920601,no evidence,-0.17328512363788953,0.13459339155773445,47,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
trend_momentum_verification,0.15452538764937027,-0.018099252400581453,-0.012809292216992656,0.1354562998353303,88.6056971514243,0.11444277861069466,0.9414116062963234,no evidence,-0.22577730301555993,0.22719263386231264,40,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
adx_trend_following,-0.0299050287644859,-0.00940750565359294,-0.0012139634747354564,0.15154600086927625,44.47776111944028,0.5557221389305347,0.2551423013901728,no evidence,-0.22803557627423154,0.2671793140626392,52,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
uptrend_oversold_reversion,-0.034438880836416705,-0.019084862305656945,-0.016401575563984572,0.08238259362725393,42.77861069465268,0.5727136431784108,0.24206247100484024,no evidence,-0.14288878121606075,0.12187033974531043,37,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
volatility_squeeze_breakout,-0.017350431068238584,-0.012508320521870935,-0.011229492578282464,0.07461655606424743,47.32633683158421,0.5272363818090955,0.2779946290024999,no evidence,-0.13001148004421637,0.11360589886524758,17,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
connors_rsi2_pullback,0.010602509975756248,-0.02313934590434051,-0.019570020671272857,0.07087377756495167,68.36581709145428,0.3168415792103948,0.4991578307544787,no evidence,-0.12847514277202252,0.10120600943672355,46,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
donchian_trend_reentry,0.005823383550149862,-0.008178655023693195,-0.005480010732110756,0.10122598465736643,56.47176411794103,0.4357821089455272,0.3607306037036442,no evidence,-0.1635055397316927,0.16472281817121232,26,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
turn_of_month_seasonality,-0.07197230328338064,-0.04967398783651963,-0.04429951301750448,0.11486834711004026,41.37931034482759,0.5867066466766616,0.23157899172461577,no evidence,-0.224678765425186,0.15867868091111453,104,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
random,-0.11586422851194601,-0.12086727976229591,-0.09992321937447506,0.19593901950419396,50.82458770614693,0.49225387306346824,0.3078108581385997,no evidence,-0.37678068681835775,0.2658594266223697,210,0.00047,stochastic_spread_slippage_plus_expected_commission,2000,False,True,42,structure_preserving_random_timing,0.5867066466766616
