total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,average_holding_period_hours,average_holding_bars,trades_per_month,stop_loss_exit_rate,take_profit_exit_rate
103,0.003914816620114404,0.0054692010615824,0.6699029126213593,0.014172696131231025,0.27622243388734585,0.011532068109411745,0.01154372316698902,0.003914816620114406,3.679611650485437,88.31067961165049,2.6019417475728157,0.2806178392409595,0.21359223300970873,0.0
