start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost,timeframe_label,data_interval
2004-11-18 00:00,2026-04-03 00:00,1.848292112350464,1.3193846940994265,-0.2864955845014491,-0.1207708367098913,-0.4911498009590155,5556,0.00047,Daily,1d
