simulation_id,simulated_cumulative_return
1,-0.029551433803234654
2,-0.07176070596622058
3,-0.030621098689452467
4,-0.00614427979011428
5,-0.10970972757052767
6,-0.10179026172891244
7,0.10742473159703632
8,0.06177873824915467
9,0.10861555637147798
10,-0.057747270567083155
11,0.03529353299499655
12,-0.018415887695607976
13,0.017524336060366345
14,-0.11856062130899891
15,-0.026262552475339252
16,0.0002193302685781156
17,-0.07359453085823772
18,0.2465033284162424
19,0.01297871841319679
20,-0.09694836339021339
21,0.00649579111453571
22,-0.0658896661658128
23,0.02970219827546778
24,0.0021938354772768165
25,0.030303497719818974
26,-0.050132270226166877
27,-0.039947626321877726
28,-0.08242621524154894
29,-0.003233656119346708
30,-0.07529762869178458
31,0.06351471408250514
32,0.03546765886782684
33,-0.08205579832770617
34,0.17259779297092545
35,0.023112497860038227
36,-0.02790322793825937
37,0.0188058078681334
38,-0.010261894487117486
39,-0.08842584362492352
40,0.02679247240313275
41,-0.05900712714461611
42,-0.023537861289242228
43,-0.10037762156213899
44,-0.12163537931563476
45,0.06518636720226983
46,0.06193929235970375
47,0.15149730886898102
48,-0.04012202728517182
49,-0.10685390704261465
50,-0.03351932228214498
51,-0.01634890633221056
52,-0.12480431619534331
53,0.06174871623663159
54,-0.022969665981308205
55,-2.0594296257869935e-06
56,-0.1145652643645413
57,0.07746634078381226
58,-0.060911235663936775
59,0.06987250042949122
60,0.09588048010824736
61,-0.029541398233365344
62,0.013538853689464857
63,0.21088644895379893
64,0.03964043552687168
65,-0.000734592494219295
66,-0.1987278734453011
67,-0.10376816391116948
68,0.0011523200511973353
69,0.0765478926049211
70,-0.13149579205770023
71,-0.17800834953559969
72,0.019667171035100607
73,-0.003909824895348772
74,0.011266850762245267
75,-0.019152380853600545
76,-0.17034847876685236
77,-0.1385793881697773
78,-0.021580891691648868
79,-0.016921799571320513
80,-0.03032332432892012
81,0.026064513087091068
82,-0.15456543381900165
83,-0.024653506180088162
84,0.03597910402744898
85,-0.09989038115772843
86,-0.1447879974595091
87,-0.010200363840968533
88,0.07416597628307442
89,-0.09856038904532748
90,0.0218843202115229
91,-0.09555337888941137
92,-0.21099670389976133
93,-0.18869982532892746
94,-0.08062796979563532
95,-0.055937228884140454
96,-0.022493435525149024
97,-0.04348043351791986
98,0.03073589987092038
99,-0.04148722687051336
100,0.030467438795682006
101,-0.1214978166763207
102,0.030483383320611405
103,0.03301699156521361
104,-0.003131137960764324
105,-0.033500313073709306
106,-0.06129044820295694
107,-0.13647690458519945
108,-0.06497569861259363
109,-0.08945346485924463
110,-0.007202629395448076
111,-0.03742837007400544
112,-0.011829427107709747
113,0.0702970630378982
114,0.16522357118626124
115,0.031475469608394153
116,-0.1358967364885719
117,-0.08870331987823812
118,0.00016620058634643584
119,-0.02766422676057179
120,0.04236354129597023
121,-0.06410612502651945
122,-0.07832277796985565
123,-0.0004975947226854129
124,-0.04158003052300443
125,-0.05638913864764957
126,-0.17680808599174686
127,-0.12789116303660616
128,-0.13238502400298793
129,-0.031233968537891153
130,0.014030571749006958
131,0.00608973389954569
132,-0.07020552157752467
133,-0.033719324084289896
134,-0.08198205425902809
135,-0.14954685302747667
136,0.14186234512041235
137,-0.04383599795803406
138,-0.023416928794762187
139,-0.02141437479926371
140,-0.06676675181047445
141,0.0061240017619653
142,0.08702151364840677
143,0.0020166096347550722
144,0.047547846855995474
145,-0.043284031813184215
146,-0.02159349160183753
147,-0.03063854212696226
148,-0.027050478642596094
149,0.09372792150552134
150,0.10805009058567615
151,0.05957865754310955
152,-0.06711173294179343
153,0.039671107983714635
154,-0.008127783533108801
155,0.019069003983461737
156,-0.17530370251783634
157,-0.007014954520521798
158,0.08616504867368147
159,0.09099894515219693
160,0.012929384872527361
161,-0.11459629228650586
162,-0.17244966938539685
163,-0.13391745830900323
164,0.09286275137917019
165,0.07836829550595123
166,0.09957548438994242
167,0.0807865190878669
168,-0.17114937108798095
169,-0.038489869545457585
170,0.023484529559037935
171,-0.05215769468203384
172,0.14786973028346648
173,-0.1467062282739356
174,0.16122856577018227
175,0.03736811215472847
176,-0.09540723604007062
177,-0.1541661815767893
178,-0.07229986139465384
179,0.022010804700763317
180,-0.0042875355409615155
181,-0.08009067795629628
182,0.0575383143162329
183,-0.07400865387399624
184,0.004993639610617416
185,0.14979541896101473
186,-0.06608285059108038
187,-0.038531926434408406
188,0.09210552085965794
189,-0.07726200790263685
190,0.011726760520534982
191,-0.06579471199041412
192,-0.004164709091233044
193,-0.003660785282628817
194,0.0561563059409949
195,-0.12463689987010612
196,-0.0865362689355597
197,-0.06394846650878307
198,-0.11039627966571994
199,-0.06631424735094754
200,0.0020991905342854405
201,-0.17448123345705127
202,-0.03647992896300402
203,-0.029772111299481194
204,0.015848714429707447
205,-0.025117341204761147
206,-0.03258062528829398
207,-0.11906706867694596
208,-0.0859604144288569
209,-0.05318506809662257
210,0.006156580154410849
211,-0.07850843658803515
212,-0.007110067152804771
213,-0.03494984151497737
214,-0.06298358690456127
215,0.035821718781025434
216,0.21167645980355457
217,-0.09981401620785611
218,-0.00663137340758361
219,-0.06469852107036007
220,-0.08169737879937665
221,-0.11730485064581858
222,-0.02928238579022416
223,-0.05396120431719914
224,0.029639611601779144
225,0.040330868683795096
226,-0.010599288474622938
227,0.13565736717619312
228,0.0033987358857810075
229,-0.05370077523479656
230,0.03791834636461671
231,-0.016744919599846725
232,-0.05110918234188452
233,-0.038579509825208656
234,-0.04823012038236224
235,0.13236636345593436
236,-0.043328463004569856
237,-0.003980500956200868
238,0.016895053036616984
239,0.0054161247266091206
240,-0.20197948947137814
241,-0.026031847520553562
242,0.028345841958512794
243,-0.14012732929500396
244,-0.0485929208917635
245,-0.004355999977743506
246,-0.06057960540194415
247,0.05829299641759958
248,-0.17315094346198645
249,0.05715651385970965
250,-0.045934144006931056
251,0.07300485367255848
252,-0.04602711360476419
253,-0.0715143342664548
254,-0.04186635171483488
255,0.22993613344980635
256,-0.05193896579116852
257,-0.09736494972154924
258,-0.10746071300659375
259,-0.057164221151320554
260,0.08424183395416752
261,-0.08281277708346053
262,0.02699687681782461
263,0.005381047215060657
264,0.0854771062319716
265,-0.037357223126502664
266,0.05239531725732186
267,0.04334611871288166
268,-0.23389395314449302
269,-0.004883010516701593
270,-0.0571488525354072
271,-0.05931073236788271
272,-0.11178747937886167
273,-0.06590839511774009
274,0.05772961286909862
275,-0.10939581381166207
276,-0.039487842353013926
277,0.027884812480254387
278,-0.07237427109513626
279,-0.07960619709099685
280,0.015471425371841619
281,-0.12510596860018106
282,0.011558069820384213
283,-0.026737547711893666
284,-0.0668300842508989
285,-0.015993684676345238
286,-0.058742456851581984
287,0.011621716807460028
288,-0.18724712466775448
289,0.02169876530294659
290,0.03787369340538837
291,-0.05402909024182102
292,-0.010485499534140427
293,0.009659279428254777
294,0.05011298071242349
295,0.0407745307702829
296,-0.005995905036329743
297,0.11343497162508918
298,-0.04582064408910336
299,0.06159316555282067
300,-0.1742570767241039
301,-0.07553486053031246
302,-0.0019173164670777483
303,-0.12316781155628917
304,-0.06835383173792063
305,-0.11333043398151736
306,-0.15341136433074312
307,-0.032459031845963514
308,-0.06836681989360179
309,-0.17982917982695812
310,0.08871839331315381
311,-0.06781818465251674
312,-0.11655471979805615
313,-0.10042869799952674
314,-0.12964412725675314
315,-0.016233789639955972
316,-0.16671861935119214
317,-0.06834816509679119
318,-0.046310291396924684
319,0.05725805797258079
320,0.06832932063270394
321,0.047056157186449385
322,0.04932386646527808
323,0.1294348061609685
324,-0.0755497040342676
325,0.0972998804088941
326,-0.0524445882360587
327,0.0023079276722973155
328,-0.08195690405182039
329,0.05029753221942964
330,-0.16876820188369743
331,0.05303976371920176
332,0.111472408218634
333,0.09462844448531561
334,-0.02187504084772771
335,-0.0015775890005957748
336,-0.015772831155694896
337,-0.07354653454649628
338,0.009893652284182793
339,-0.08962736167588334
340,0.08261180766582978
341,-0.09371563869783942
342,0.031871725245918484
343,-0.0073710918907067815
344,0.02963250963772962
345,0.04680460538662154
346,-0.11206826667027692
347,-0.04068516832143762
348,-0.0323084215549312
349,0.04544591965715596
350,-0.030245413405175208
351,-0.033073264171538365
352,0.06109733224621034
353,-0.18407250211700726
354,-0.11153090384086234
355,0.022806950230677997
356,0.14917022845994832
357,0.05300688759512956
358,0.13075926377162828
359,-0.07592061318457939
360,-0.19360388505383946
361,0.04671898189204917
362,0.0028916354793238636
363,-0.12016335603320179
364,0.028664780736457902
365,0.10284916102282012
366,0.011134000120555397
367,0.04325228036759043
368,0.022218402371250088
369,-0.00441463493830064
370,-0.04482958243194197
371,0.00777557665857815
372,0.09086927307988371
373,0.04523820538578683
374,-0.020410019140056385
375,0.04428884617028029
376,0.0742246236665663
377,0.014780539423234533
378,-0.10214230572742132
379,-0.17629022689432639
380,0.019243528441516736
381,0.0070909428433044335
382,0.009524346506458623
383,-0.06158208747793258
384,-0.12590344026338626
385,0.003623456708119661
386,-0.08214126796597164
387,-0.05596754590434137
388,-0.1071438046208348
389,-0.04483023223503809
390,0.09614890436154505
391,-0.08645467020404073
392,-0.04482947268679364
393,-0.04265319063343977
394,-0.08216333208435454
395,-0.03870644082371838
396,0.15326346491870152
397,-0.10462620237825525
398,0.0587570615940984
399,-0.016452069286011825
400,0.005143571649276559
401,0.0044132760675689485
402,0.05656869499981511
403,0.0787621053880265
404,-0.11958819530066418
405,0.012844929032368176
406,-0.015783576794631434
407,-0.1432073513090289
408,-0.15664847775021548
409,0.018646281854848328
410,0.06520520561777529
411,-0.0339010245430561
412,-0.1376966825788571
413,-0.1701099926382519
414,0.09282092408312678
415,0.0013337082957814426
416,-0.006869280698450298
417,-0.07280418671776656
418,0.08552764896390118
419,0.12886099761349115
420,-0.07281383753957504
421,-0.053619191344398034
422,-0.12444930976769723
423,0.04486423784183267
424,0.002413300841269162
425,-0.009174721189567
426,-0.05034265100978254
427,-0.008492951296320817
428,0.059875228950812515
429,-0.0908590569679816
430,0.06060368147468782
431,-0.004334202474121691
432,-0.12625659337045775
433,-0.22056363379221522
434,-0.016250594232593205
435,0.021522132326202457
436,-0.044943700979878556
437,-0.1491260075975437
438,0.012443716337393973
439,-0.03933340695178338
440,0.05977994628508408
441,-0.06017109492492201
442,-0.07254326797123259
443,-0.005242203035838163
444,0.058575478592023125
445,-0.12361827594850915
446,0.04431987924871448
447,0.05907219863005693
448,0.09825929138681129
449,-0.0562354579260619
450,0.029695050106748007
451,-0.027986577144709285
452,-0.0934520751451028
453,-0.24811526843400736
454,-0.0837740452306985
455,-0.05423456726249896
456,-0.07192526668188426
457,0.10434676046071727
458,0.03124576550654094
459,-0.10647812396816231
460,-0.0073493113618258955
461,-0.0877563045244434
462,-0.1038669660713259
463,-0.018783425439738193
464,-0.045196338154302004
465,0.07814248502746937
466,0.0030022846358918743
467,-0.16850402665118927
468,-0.07075349484329051
469,0.08862003823499287
470,-0.16731747927121796
471,-0.14874627177213662
472,0.02397565791214757
473,-0.04850646105885181
474,-0.04020231877233211
475,-0.16930938759299238
476,0.03002768421993204
477,-0.02993528031714016
