agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
trend_pullback,0.259448546084998,-0.008077290608511,0.0011408092328991,0.1490079860813324,95.05247376311844,0.2583077368520989,1.7335160594084393,2000,0.5497251374312844,False
trend_momentum_verification,0.1545253876493702,-0.0180992524005814,-0.0128092922169926,0.1354562998353303,88.6056971514243,0.1673346798663628,1.2353406971088534,2000,0.5867066466766616,False
connors_rsi2_pullback,0.0106025099757562,-0.0231393459043405,-0.0195700206712728,0.0708737775649516,68.36581709145428,0.030172530647029003,0.4257220608761495,2000,0.5867066466766616,False
donchian_trend_reentry,0.0058233835501498,-0.0081786550236931,-0.0054800107321107,0.1012259846573664,56.47176411794103,0.011303394282260501,0.11166494769619346,2000,0.5867066466766616,False
breakout_volume_momentum,-0.0229105265414826,-0.0313544903505874,-0.0286756012263715,0.1150825575517394,53.573213393303355,0.005765074684888901,0.05009512134188545,2000,0.5867066466766616,False
volatility_squeeze_breakout,-0.0173504310682385,-0.0125083205218709,-0.0112294925782824,0.0746165560642474,47.32633683158421,-0.006120938489956101,-0.08203190837011781,2000,0.5867066466766616,False
random,-0.115864228511946,-0.1208672797622959,-0.099923219374475,0.1959390195041939,50.82458770614693,-0.015941009137471,-0.08135699146503994,2000,0.5867066466766616,False
uptrend_oversold_reversion,-0.0344388808364167,-0.0190848623056569,-0.0164015755639845,0.0823825936272539,42.77861069465268,-0.0180373052724322,-0.21894558641893833,2000,0.5867066466766616,False
mean_reversion_vol_filter,-0.0486819626359572,-0.0336490424501965,-0.0274034939622019,0.0931085775174052,42.87856071964018,-0.0212784686737553,-0.2285339250272363,2000,0.5867066466766616,False
turn_of_month_seasonality,-0.0719723032833806,-0.0496739878365196,-0.0442995130175044,0.1148683471100402,41.37931034482759,-0.0276727902658762,-0.24090875303852463,2000,0.5867066466766616,False
adx_trend_following,-0.0299050287644859,-0.0094075056535929,-0.0012139634747354,0.1515460008692762,44.47776111944028,-0.0286910652897505,-0.18932248376847274,2000,0.5867066466766616,False
