start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost,timeframe_label,data_interval
2001-07-03 00:00,2026-04-03 00:00,1245.25,6603.75,4.300659496085124,0.44633675343149726,-0.5711340206185567,6251,0.00047,Daily,1d
