agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,p_value_interpretation,lower_5pct,upper_95pct,number_of_trades,transaction_cost,execution_cost_model,simulation_count,research_grade,reproducible,seed_used,null_model,bh_adjusted_p_value
trend_pullback,0.5963550455720914,0.2543281268586558,0.583043904294442,1.2404184746203453,63.08738252349531,0.3693261347730454,0.43258995910742637,no evidence,-0.6446811444858876,2.8550766010870547,95,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.4993001399720056
breakout_volume_momentum,1.2149500694516109,0.3287619635126342,0.6544470447485301,1.245519951301942,77.7244551089782,0.22295540891821636,0.6517819871634882,no evidence,-0.5793693917282646,3.0117085899701106,96,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.4993001399720056
mean_reversion_vol_filter,0.01977136476878838,0.004802073207860745,0.0023565191367131573,0.06573244942530822,61.8876224755049,0.38132373525294944,0.4187061615016621,no evidence,-0.09543125757183445,0.09044118368387512,2,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.4993001399720056
trend_momentum_verification,0.7383646747228524,0.1325789756521606,0.47813827172883994,1.2657164057328556,71.78564287142571,0.28234353129374123,0.5492221578318829,no evidence,-0.6698317595500707,2.7524615219067146,63,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.4993001399720056
adx_trend_following,0.7779990574858693,0.1687918271705654,0.45162845416362735,1.1192618130253507,73.46530693861227,0.26554689062187564,0.575858779515669,no evidence,-0.6604426830919683,2.566970351427416,71,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.4993001399720056
uptrend_oversold_reversion,0.22618016224989493,0.02468592872499554,0.10260227456952223,0.43869154256315696,67.96640671865627,0.3205358928214357,0.49412333219352295,no evidence,-0.46624324335792083,0.907514563194128,48,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.4993001399720056
volatility_squeeze_breakout,0.21547405979980414,0.03626687040150161,0.0959958403515258,0.3989665034644496,67.74645070985802,0.32273545290941813,0.4911533241616161,no evidence,-0.4376840955621458,0.8090927442264176,24,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.4993001399720056
connors_rsi2_pullback,-0.2035166237538706,0.0035914477401751102,0.052317195150175334,0.33434552238506643,21.355728854229152,0.7866426714657069,0.10422249896434983,no evidence,-0.39601041515199303,0.6558239107703288,57,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.8653069386122775
donchian_trend_reentry,0.243098568847743,0.10406914811741574,0.2898323677022735,0.8004339381924797,59.16816636672666,0.40851829634073183,0.3887884879152202,no evidence,-0.5810385184345612,1.8209112654860575,46,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.4993001399720056
turn_of_month_seasonality,0.38574632803992837,0.11268960711620468,0.32735374292981145,0.867546603849297,64.32713457308539,0.35692861427714456,0.44741863409945576,no evidence,-0.5821663569269504,1.8930919369703998,141,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.4993001399720056
random,-0.6797829774483718,0.6182755584252804,1.4605115790118366,2.7719172237073453,4.0991801639672065,0.9592081583683263,0.018087136081770643,no evidence,-0.6420461733748734,6.282121670455902,226,0.00047,stochastic_spread_slippage_plus_expected_commission,5000,True,True,42,structure_preserving_random_timing,0.9592081583683263
