agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,lower_5pct,upper_95pct,number_of_trades,transaction_cost,simulations_per_run,null_model,robustness_scope,research_grade
trend_pullback,1,101,0.47926706986171447,0.01718528060283789,0.2383659913826818,0.10781613430729861,-0.33853771733474336,0.7023265868916974,0.8379385113961313,0.7780323331104589,36.55268946210758,0.6346730653869226,0.19744993212883838,-0.3586714415344168,-0.4609981182922066,0,0,-0.1651186042283571,2.2944660511506143,119,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
breakout_volume_momentum,1,101,0.1786119186770025,0.00717724930965755,0.14461025923430385,0.07543035116741237,-0.22697087221972567,0.4190534817246856,0.4859913842242378,0.4946698158419607,28.734253149370126,0.7128574285142971,0.1469973203597834,-0.30737946554723533,-0.6213831038468663,0,0,-0.19346370773457655,1.3990138537578245,89,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
mean_reversion_vol_filter,1,101,0.04326978866875548,0.0026608443141530242,0.16008520596653877,0.4833412131378429,-0.020388227771816814,0.015336237218191417,0.013906153080579563,0.07404463680297249,65.2869426114777,0.3473305338932214,0.4592570361005691,0.029363635588175917,0.39656667729103,0,1,-0.10980941936480783,0.13066563247195848,5,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_momentum_verification,1,101,1.1825554324065486,0.03474988276822521,0.45430817091159376,0.22929744287847462,-0.15942444211082452,1.297297078121428,1.5187312936121409,1.1650942241396445,45.43091381723655,0.5458908218356329,0.2628942075069117,-0.3361758612055923,-0.2885396341689351,0,0,0.07446139252182138,3.704841927863247,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
adx_trend_following,1,101,0.3824969719835584,0.01441492923967035,0.21531840706949149,0.10662645969477778,-0.18369284681271247,1.207684709565648,1.40613936591626,1.0613340636645479,13.937212557488502,0.8608278344331134,0.06508369875799419,-1.0236423939327015,-0.9644865165245846,0,0,0.09122068526202931,3.4058757840013643,108,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
uptrend_oversold_reversion,1,101,0.3310889384728778,0.012778499449726937,0.3051789440695308,0.18100514465849726,-0.1380158299609291,0.09795219736732814,0.11658733659952268,0.2340489158499557,82.90341931613678,0.17116576684663068,0.7665830898705145,0.2145016018733551,0.9164819289779064,0,1,-0.23596720861399212,0.5271999413752035,72,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
volatility_squeeze_breakout,1,101,0.025108667295930153,0.0011577920673125997,0.0525447190439289,0.0612336540124713,-0.08598962688307421,0.1150579292901878,0.13074500931691801,0.2111998942811017,32.55348930213957,0.6746650669866027,0.17091177629456136,-0.10563634202098786,-0.5001723243307526,0,0,-0.19212481372157258,0.49500287496328094,19,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
connors_rsi2_pullback,1,101,0.6814499846386602,0.023012314689766406,0.5266708484947018,0.27292692216595843,-0.10094336451443864,0.09309914165937175,0.12197888054388566,0.24594279411216152,97.74045190961807,0.022795440911817635,1.6421520032111951,0.5594711040947746,2.2748017729668852,1,1,-0.23034861815657276,0.5635327119212165,106,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
donchian_trend_reentry,1,101,0.12086844550328699,0.005076977360377266,0.10689568389844645,0.05922750582405997,-0.13872430919293333,0.8502355881227799,0.9703656671924318,0.7729608509621967,10.777844431113778,0.8924215156968607,0.049429967707138305,-0.8494972216891448,-1.0990171373254856,0,0,-0.03927111002257319,2.4002600813204062,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
turn_of_month_seasonality,1,101,0.6238168546406927,0.021305843664698936,0.3584183787476213,0.12206549728001115,-0.17638448183811029,0.40480543506255934,0.5034930848193949,0.5379372910104377,65.66686662667468,0.34353129374125174,0.4640336950524443,0.12032376982129778,0.22367620135664307,0,1,-0.19396648695983812,1.5178691928030916,192,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
random,1,101,4.20752429412159,0.07043863969628025,0.5180374704821809,0.18122165629006062,-0.4518507060804061,2.116314787463361,2.4930084891421003,1.8706092281187987,84.94301139772045,0.15076984603079385,0.8216855086778937,1.7145158049794893,0.9165547668679649,0,1,0.33065058798836405,6.075963818051738,241,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_pullback,2,102,0.47926706986171447,0.01718528060283789,0.2383659913826818,0.10781613430729861,-0.33853771733474336,0.6897105912300832,0.8353744619128664,0.7708242517394659,36.33273345330934,0.636872625474905,0.19594741787629855,-0.3561073920511519,-0.46198260011610803,0,0,-0.14957826962949203,2.3022052753319064,119,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
breakout_volume_momentum,2,102,0.1786119186770025,0.00717724930965755,0.14461025923430385,0.07543035116741237,-0.22697087221972567,0.42054095097765865,0.49827405102853717,0.5098797985965839,27.754449110177966,0.7226554689062188,0.1410687063227547,-0.3196621323515347,-0.6269362568028525,0,0,-0.1932482940716409,1.4372605218458903,89,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
mean_reversion_vol_filter,2,102,0.04326978866875548,0.0026608443141530242,0.16008520596653877,0.4833412131378429,-0.020388227771816814,0.013719542386565262,0.01303971450708581,0.07411481872435129,66.12677464507098,0.33893221355728853,0.4698871520085668,0.030230074161669666,0.4078816447504475,0,1,-0.11010919722374274,0.13078339909651462,5,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_momentum_verification,2,102,1.1825554324065486,0.03474988276822521,0.45430817091159376,0.22929744287847462,-0.15942444211082452,1.2750484721799284,1.491732411034799,1.1412084389070283,46.25074985002999,0.5376924615076984,0.26946605232436616,-0.30917697862825033,-0.2709206908111887,0,0,0.03981856573700721,3.6438307271574097,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
adx_trend_following,2,102,0.3824969719835584,0.01441492923967035,0.21531840706949149,0.10662645969477778,-0.18369284681271247,1.2508484063998906,1.434215518036879,1.098216309876716,14.477104579084182,0.8554289142171566,0.06781607431215855,-1.0517185460533205,-0.9576606508160354,0,0,0.06259467679951301,3.469439995889893,108,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
uptrend_oversold_reversion,2,102,0.3310889384728778,0.012778499449726937,0.3051789440695308,0.18100514465849726,-0.1380158299609291,0.10266264446384976,0.12416268720029802,0.2385420579480254,81.32373525294942,0.1869626074785043,0.72824524367515,0.20692625127257977,0.8674623378895547,0,1,-0.2284702489509783,0.547932438739607,72,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
volatility_squeeze_breakout,2,102,0.025108667295930153,0.0011577920673125997,0.0525447190439289,0.0612336540124713,-0.08598962688307421,0.11939089519462535,0.13187026474017677,0.2092228259112266,32.47350529894021,0.6754649070185963,0.1703972093126779,-0.10676159744424661,-0.5102770072016217,0,0,-0.1890620803539187,0.48906267183192753,19,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
connors_rsi2_pullback,2,102,0.6814499846386602,0.023012314689766406,0.5266708484947018,0.27292692216595843,-0.10094336451443864,0.08651834451879492,0.10991564031948396,0.24298869721887564,97.96040791841631,0.020595880823835233,1.6862196298424956,0.5715343443191763,2.352102591028579,1,1,-0.24752289387196158,0.5463041782969932,106,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
donchian_trend_reentry,2,102,0.12086844550328699,0.005076977360377266,0.10689568389844645,0.05922750582405997,-0.13872430919293333,0.8142241107029314,0.9517514951727075,0.7849000325016359,11.137772445510898,0.8888222355528894,0.051185089241435264,-0.8308830496694205,-1.058584552508206,0,0,-0.05074084821513577,2.3849106221984715,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
turn_of_month_seasonality,2,102,0.6238168546406927,0.021305843664698936,0.3584183787476213,0.12206549728001115,-0.17638448183811029,0.4120707317099329,0.49540982058498656,0.5338083070169405,66.28674265146971,0.33733253349330133,0.47194177195854253,0.12840703405570614,0.24054896180480592,0,1,-0.2048515887519987,1.4930302186913564,192,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
random,2,102,1.8117491917305113,0.0436918715318727,0.3579971669434735,0.12842968521427311,-0.3108767043575309,1.9402093464573134,2.3036372162816203,1.7216529149323747,46.47070585882823,0.5354929014197161,0.2712462818716776,-0.491888024551109,-0.28570684618533,0,0,0.29261915081804674,5.525942612258656,232,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_pullback,3,103,0.47926706986171447,0.01718528060283789,0.2383659913826818,0.10781613430729861,-0.33853771733474336,0.7065449656018187,0.8352271359879992,0.7607057034250871,36.49270145970806,0.6352729454109178,0.1970396397205203,-0.3559600661262848,-0.46793400460068857,0,0,-0.15628194657888164,2.2819081908691445,119,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
breakout_volume_momentum,3,103,0.1786119186770025,0.00717724930965755,0.14461025923430385,0.07543035116741237,-0.22697087221972567,0.4071273727212351,0.4885374994530237,0.505715710935887,28.774245150969808,0.7124575084983004,0.14724103219665216,-0.3099255807760212,-0.6128454664824772,0,0,-0.1822358366413737,1.4503726703802757,89,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
mean_reversion_vol_filter,3,103,0.04326978866875548,0.0026608443141530242,0.16008520596653877,0.4833412131378429,-0.020388227771816814,0.014070781361706258,0.013090045490192841,0.0753974624274253,66.08678264347131,0.33933213357328534,0.46937501222999195,0.03017974317856264,0.40027531705874714,0,1,-0.11169466508550717,0.13282623961474438,5,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_momentum_verification,3,103,1.1825554324065486,0.03474988276822521,0.45430817091159376,0.22929744287847462,-0.15942444211082452,1.2816789198376266,1.50050350189698,1.1580632474258372,46.37072585482904,0.5364927014597081,0.27043618187572876,-0.3179480694904313,-0.27455155855880214,0,0,0.05029138245144741,3.669560606736355,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
adx_trend_following,3,103,0.3824969719835584,0.01441492923967035,0.21531840706949149,0.10662645969477778,-0.18369284681271247,1.2253084673974768,1.4389957751265912,1.0783025862918134,13.237352529494101,0.8678264347130574,0.06156712503515704,-1.0564988031430327,-0.9797795318067798,0,0,0.08700069633659041,3.4524709817826253,108,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
uptrend_oversold_reversion,3,103,0.3310889384728778,0.012778499449726937,0.3051789440695308,0.18100514465849726,-0.1380158299609291,0.0878675322283469,0.11341773088443902,0.23228023664273986,82.84343131373724,0.17176564687062587,0.7650636907164254,0.21767120758843878,0.9371060178625071,0,1,-0.22686353332607698,0.5355978522855864,72,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
volatility_squeeze_breakout,3,103,0.025108667295930153,0.0011577920673125997,0.0525447190439289,0.0612336540124713,-0.08598962688307421,0.11868831377984917,0.1288482517725602,0.20721879105561652,32.05358928214357,0.6796640671865627,0.16770568996460808,-0.10373958447663005,-0.5006282680646797,0,0,-0.19515496026458468,0.4818606784767931,19,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
connors_rsi2_pullback,3,103,0.6814499846386602,0.023012314689766406,0.5266708484947018,0.27292692216595843,-0.10094336451443864,0.0941133105631283,0.12152219791020519,0.2440767746188161,97.7004599080184,0.023195360927814438,1.6345988653207493,0.5599277867284551,2.2940641837098816,1,1,-0.23683266137741762,0.5583181276699557,106,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
donchian_trend_reentry,3,103,0.12086844550328699,0.005076977360377266,0.10689568389844645,0.05922750582405997,-0.13872430919293333,0.8328467006341651,0.9715050193778421,0.786381082760666,10.737852429514097,0.8928214357128574,0.04923539132310253,-0.850636573874555,-1.0817103723913526,0,0,-0.04265878850151842,2.440250784866857,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
turn_of_month_seasonality,3,103,0.6238168546406927,0.021305843664698936,0.3584183787476213,0.12206549728001115,-0.17638448183811029,0.4157020530463278,0.5012898230277358,0.538880996780807,65.5868826234753,0.34433113377324537,0.4630237074300318,0.12252703161295686,0.22737307929749737,0,1,-0.19204365699094522,1.487801040405964,192,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
random,3,103,8.327763754920655,0.09643964937055888,0.7332316692279329,0.2744796228916583,-0.38830310898909914,1.975831884834523,2.394388294315541,1.906340444746981,99.16016796640672,0.008598280343931213,2.065588398968081,5.933375460605114,3.1124427312838243,1,1,0.31496043596556716,5.74727114827726,228,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_pullback,4,104,0.47926706986171447,0.01718528060283789,0.2383659913826818,0.10781613430729861,-0.33853771733474336,0.6945296469563109,0.8361860263083679,0.780858500951003,36.87262547490502,0.6314737052589482,0.19964472887539234,-0.35691895644665345,-0.45708531829001536,0,0,-0.1508733105062474,2.3007537903740523,119,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
breakout_volume_momentum,4,104,0.1786119186770025,0.00717724930965755,0.14461025923430385,0.07543035116741237,-0.22697087221972567,0.4381708538344369,0.5053946561499675,0.5057846498894983,27.734453109378126,0.7228554289142172,0.14094855291711814,-0.326782737472965,-0.6460906584340965,0,0,-0.19584576214583702,1.4341631090177178,89,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
mean_reversion_vol_filter,4,104,0.04326978866875548,0.0026608443141530242,0.16008520596653877,0.4833412131378429,-0.020388227771816814,0.014681792858913408,0.01350025518571548,0.07384191032536865,65.88682263547291,0.34133173365326935,0.46682333343293414,0.029769533483039998,0.40315226612999167,0,1,-0.10575136223078853,0.13050392226694485,5,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_momentum_verification,4,104,1.1825554324065486,0.03474988276822521,0.45430817091159376,0.22929744287847462,-0.15942444211082452,1.3063651630733706,1.532555867891579,1.185618338998292,45.27094581083783,0.5474905018996201,0.26162341074969653,-0.35000043548503035,-0.29520497783522776,0,0,0.0887730913615619,3.8186434376346945,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
adx_trend_following,4,104,0.3824969719835584,0.01441492923967035,0.21531840706949149,0.10662645969477778,-0.18369284681271247,1.2217226181193368,1.4125642715366216,1.0580687526706525,13.937212557488502,0.8608278344331134,0.06508369875799419,-1.030067299553063,-0.9735353179583922,0,0,0.10126030807912426,3.3989814374307605,108,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
uptrend_oversold_reversion,4,104,0.3310889384728778,0.012778499449726937,0.3051789440695308,0.18100514465849726,-0.1380158299609291,0.10244694065320518,0.11930941871196706,0.2346231042322253,82.42351529694061,0.17596480703859227,0.7545741823974992,0.21177951976091075,0.902637105812459,0,1,-0.2334512861455222,0.5290654534622518,72,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
volatility_squeeze_breakout,4,104,0.025108667295930153,0.0011577920673125997,0.0525447190439289,0.0612336540124713,-0.08598962688307421,0.12470812707964195,0.13285018416805094,0.20486404398922542,31.41371725654869,0.6860627874425115,0.16363613649149442,-0.10774151687212079,-0.5259171632762816,0,0,-0.18090840669032857,0.4877731336038391,19,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
connors_rsi2_pullback,4,104,0.6814499846386602,0.023012314689766406,0.5266708484947018,0.27292692216595843,-0.10094336451443864,0.09149710775342487,0.11714977325916638,0.24536307957401796,97.8004399120176,0.022195560887822437,1.6537338757610103,0.5643002113794938,2.299857877392116,1,1,-0.23582073475310325,0.5592117504960068,106,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
donchian_trend_reentry,4,104,0.12086844550328699,0.005076977360377266,0.10689568389844645,0.05922750582405997,-0.13872430919293333,0.8377571354120283,0.9709872950224646,0.784166194798986,10.477904419116177,0.8954209158168366,0.04797276530465633,-0.8501188495191776,-1.084105455141557,0,0,-0.03396112267933082,2.4435498526330144,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
turn_of_month_seasonality,4,104,0.6238168546406927,0.021305843664698936,0.3584183787476213,0.12206549728001115,-0.17638448183811029,0.40838565698538215,0.49701227573369433,0.5394965118214334,65.62687462507498,0.34393121375724856,0.4635284076401188,0.12680457890699837,0.23504244444303116,0,1,-0.20449722082026148,1.4843536803199884,192,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
random,4,104,0.04493662942737046,0.0018223310920732275,0.09096572380453896,0.027139031828996872,-0.6331838280506612,1.7406338026646409,2.0775241894501173,1.5440661687941046,2.2595480903819234,0.9776044791041791,0.009836817283832185,-2.0325875600227468,-1.316386305912117,0,0,0.2362871068351788,5.023395904934586,218,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_pullback,5,105,0.47926706986171447,0.01718528060283789,0.2383659913826818,0.10781613430729861,-0.33853771733474336,0.7118210549610675,0.8476533093940554,0.792435408616818,36.95260947810438,0.6306738652269546,0.20019516555478373,-0.3683862395323409,-0.4648785699459752,0,0,-0.1564812187802887,2.3294536773757817,119,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
breakout_volume_momentum,5,105,0.1786119186770025,0.00717724930965755,0.14461025923430385,0.07543035116741237,-0.22697087221972567,0.4212648242924544,0.5001160790865522,0.5162505609115998,29.454109178164366,0.7056588682263547,0.15140519618769857,-0.3215041604095497,-0.6227676728173134,0,0,-0.19917890537812963,1.477494037525384,89,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
mean_reversion_vol_filter,5,105,0.04326978866875548,0.0026608443141530242,0.16008520596653877,0.4833412131378429,-0.020388227771816814,0.01478865250492466,0.014918327847850202,0.07436438899130664,65.76684663067387,0.34253149370125974,0.4652994915821573,0.028351460820905276,0.3812505045152677,0,1,-0.1081604910536151,0.13524484904669684,5,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_momentum_verification,5,105,1.1825554324065486,0.03474988276822521,0.45430817091159376,0.22929744287847462,-0.15942444211082452,1.3253388267291406,1.534155508801545,1.1543779577746751,44.71105778844231,0.5530893821235753,0.25720467877437597,-0.35160007639499646,-0.3045796864250468,0,0,0.08630257949867363,3.761562412299526,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
adx_trend_following,5,105,0.3824969719835584,0.01441492923967035,0.21531840706949149,0.10662645969477778,-0.18369284681271247,1.2495397391944065,1.4466122279186526,1.0704267129890306,13.637272545490903,0.8638272345530894,0.06357310773275565,-1.0641152559350942,-0.9941037933962686,0,0,0.07757302463368136,3.4633784014543667,108,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
uptrend_oversold_reversion,5,105,0.3310889384728778,0.012778499449726937,0.3051789440695308,0.18100514465849726,-0.1380158299609291,0.09462395112349946,0.11801917269267123,0.23477164194651814,83.58328334333135,0.16436712657468505,0.7841850370076174,0.21306976578020656,0.9075617651843345,0,1,-0.22650326891672798,0.5328805874798336,72,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
volatility_squeeze_breakout,5,105,0.025108667295930153,0.0011577920673125997,0.0525447190439289,0.0612336540124713,-0.08598962688307421,0.1155790857402532,0.12820530409892955,0.2072893790890426,32.53349330133973,0.674865026994601,0.17078307738062407,-0.1030966368029994,-0.49735609830117494,0,0,-0.19153405964554776,0.4797508761280559,19,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
connors_rsi2_pullback,5,105,0.6814499846386602,0.023012314689766406,0.5266708484947018,0.27292692216595843,-0.10094336451443864,0.08995153835320588,0.11660056924557066,0.24187160725266663,97.68046390721855,0.023395320935812838,1.6308709928015062,0.5648494153930896,2.3353274979606446,1,1,-0.2324267700525135,0.5532797279186324,106,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
donchian_trend_reentry,5,105,0.12086844550328699,0.005076977360377266,0.10689568389844645,0.05922750582405997,-0.13872430919293333,0.8363346481135757,0.9699691921852253,0.7813678002798318,10.657868426314737,0.8936212757448511,0.04884649988730862,-0.8491007466819382,-1.0866851006374325,0,0,-0.04407196956906458,2.4107922634776138,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
turn_of_month_seasonality,5,105,0.6238168546406927,0.021305843664698936,0.3584183787476213,0.12206549728001115,-0.17638448183811029,0.3912935534145823,0.49278179631843105,0.542889059066378,66.62667466506699,0.3339332133573285,0.4763403834000845,0.13103505832226164,0.2413661799477161,0,1,-0.1978076332556996,1.4993733696460723,192,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
random,5,105,1.131098389399604,0.031799211624498024,0.2902936897244609,0.10723023858649283,-0.411192354595315,2.0696214996737683,2.484388616378282,1.8421351176943828,22.435512897420516,0.7758448310337932,0.11022512895346054,-1.3532902269786777,-0.7346313600885349,0,0,0.40226088644908087,5.874452143122105,228,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_pullback,6,106,0.47926706986171447,0.01718528060283789,0.2383659913826818,0.10781613430729861,-0.33853771733474336,0.7157040167686692,0.8478145154863148,0.7745542269415945,35.55288942211558,0.6446710657868426,0.1906618214146147,-0.36854744562460034,-0.4758187778276637,0,0,-0.16380797129817057,2.350541973738025,119,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
breakout_volume_momentum,6,106,0.1786119186770025,0.00717724930965755,0.14461025923430385,0.07543035116741237,-0.22697087221972567,0.43518995806138194,0.5085939591551472,0.5108274565232835,28.314337132573485,0.7170565886822635,0.14444656932150374,-0.32998204047814467,-0.6459755368750506,0,0,-0.18665162668018298,1.4681583903853686,89,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
mean_reversion_vol_filter,6,106,0.04326978866875548,0.0026608443141530242,0.16008520596653877,0.4833412131378429,-0.020388227771816814,0.01708634691094944,0.014996349667256442,0.07536249894182312,64.84703059388123,0.35172965406918616,0.45379101509020653,0.028273439001499034,0.37516589017735485,0,1,-0.11403042198839161,0.13365322061074433,5,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
trend_momentum_verification,6,106,1.1825554324065486,0.03474988276822521,0.45430817091159376,0.22929744287847462,-0.15942444211082452,1.286551423652646,1.508142605651602,1.1580720043767738,45.770845830833835,0.5424915016996601,0.26560706078607166,-0.3255871732450535,-0.2811458804068672,0,0,0.05897341394162251,3.721042998646581,87,0.00047,5000,structure_preserving_random_timing,monte_carlo_seed_stability_only,True
