alpha,mean_p,median_p,mean_percentile,mean_RCSI_z,sd_RCSI_z,frac_p_le_05,frac_strong
0.0,0.29357128574285146,0.1936612677464507,70.6628674265147,0.678661109062902,0.7434241747410372,0.05,0.0
0.2,0.1225754849030194,0.0593881223755249,87.76244751049789,1.6091318813167803,0.9421314798591102,0.5,0.35
0.4,0.009438112377524495,0.0015996800639872027,99.0761847630474,3.1288788282885434,1.0841293646946861,1.0,0.8
0.6,0.0011597680463907218,0.0001999600079984003,99.90401919616076,4.778641004092101,1.2695315664814184,1.0,1.0
0.8,0.0001999600079984003,0.0001999600079984003,100.0,5.901399125627867,0.9240894690523,1.0,1.0
1.0,0.0001999600079984003,0.0001999600079984003,100.0,7.223609213484188,0.6587411965216028,1.0,1.0
