total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,average_holding_period_hours,average_holding_bars,trades_per_month,stop_loss_exit_rate,take_profit_exit_rate
49,0.0018772806317332426,-0.0066280605285896,0.4489795918367347,0.016671578835137067,0.1126036502179794,0.018421800619823483,0.01160343935856251,0.0018772806317332424,17.653061224489797,423.6734693877551,12.53061224489796,0.2072592412451362,0.5306122448979592,0.4489795918367347
