total_trades,average_return,median_return,win_rate,std_return,trade_level_return_ratio,average_win,average_loss,expected_value,average_holding_period_days,average_holding_period_hours,average_holding_bars,trades_per_month,stop_loss_exit_rate,take_profit_exit_rate
59,0.004070985355895766,0.0064311887715001,0.5423728813559322,0.01761044956736156,0.23116873537633886,0.017816112257043742,0.012219535415835167,0.004070985355895768,20.10169491525424,482.4406779661017,14.288135593220339,0.25028745644599304,0.3728813559322034,0.5423728813559322
