start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost,timeframe_label,data_interval
2004-11-18 00:00,2026-05-01 00:00,1.29490065574646,1.1737089157104492,-0.09401754697252385,0.014959961413662504,-0.39978703650129654,5564,0.00047,Daily,1d
