start_date,end_date,first_close,last_close,buy_hold_return,annualized_sharpe,max_drawdown,number_of_periods,transaction_cost,timeframe_label,data_interval
2007-05-03 00:00,2026-04-03 00:00,0.823384165763855,0.6891228556632996,-0.16345371144933574,-0.00996477122231612,-0.4795724852767759,4920,0.00047,Daily,1d
