agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,stable,The result is statistically consistent with the null distribution. raw p=0.358; BH-adjusted p=0.742; percentile=64.2; RCSI_z=0.222. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.5674583126506747,0.35280076900530394,0.16051894001297762,-0.13596490560959051,0.0996242230103301,0.2216495140064235,0.3583283343331334,0.7418801953894935,0.44571884922156135,64.1871625674865,116,6131,0.00047,True,run_20260403T151604Z_pid85631,116.0,0.4254428244366791,10.275862068965518,15.017241379310343,360.41379310344826,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,stable,The result is statistically consistent with the null distribution. raw p=0.588; BH-adjusted p=0.808; percentile=41.2; RCSI_z=-0.322. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.06406952251556963,0.08136008152315953,0.04877222113989588,-0.12059661890381812,-0.0997825238800974,-0.3224559266457815,0.587882423515297,0.8083383323335334,0.23070952413551046,41.231753649270146,86,6131,0.00047,True,run_20260403T151604Z_pid85631,86.0,0.3045166356444858,8.0,11.604651162790695,278.51162790697674,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,Weak Skill,Weak Skill,Moderate,weak skill,stable,"There is some evidence of edge, but it remains modest. raw p=0.122; BH-adjusted p=0.671; percentile=87.8; RCSI_z=1.118. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.1328249757364106,0.27369084402612004,0.42374004628126893,-0.07616912159466005,0.1117457119995945,1.118016908967523,0.1219756048790242,0.6708658268346331,0.9137270195369007,87.82243551289743,16,6131,0.00047,True,run_20260403T151604Z_pid85631,16.0,0.0614588591620393,5.5625,8.1875,196.5,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
trend_momentum_verification,Negative Skill,Negative Skill,Low,negative skill,stable,The result is worse than the random null on all three metrics. raw p=0.856; BH-adjusted p=0.893; percentile=14.4; RCSI_z=-1.009. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.11534612610595363,0.11180970947015122,0.06650453472398454,-0.1909633331080287,-0.6269589720403875,-1.0087574791270773,0.8564287142571486,0.8932213557288542,0.0673087801510984,14.377124575084984,77,6131,0.00047,True,run_20260403T151604Z_pid85631,77.0,0.2839800678541136,20.415584415584416,29.571428571428573,709.7142857142857,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Negative Skill,Negative Skill,Low,negative skill,stable,The result is worse than the random null on all three metrics. raw p=0.893; BH-adjusted p=0.893; percentile=10.7; RCSI_z=-1.099. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.019177755032321997,0.04076603612625667,0.02052033238731987,-0.21235975789199746,-0.6233746108474286,-1.098720775797312,0.8932213557288542,0.8932213557288542,0.049040902075829194,10.697860427914415,92,6131,0.00047,True,run_20260403T151604Z_pid85631,92.0,0.3432520225545477,16.152173913043477,23.304347826086957,559.304347826087,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,stable,The result is statistically consistent with the null distribution. raw p=0.449; BH-adjusted p=0.742; percentile=55.1; RCSI_z=0.063. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.08796928389676872,0.11952235042046613,0.07648663006375966,-0.087458064980792,0.0119952906311435,0.0630201944797391,0.4489102179564087,0.7418801953894935,0.3478405092083258,55.12897420515897,71,6131,0.00047,True,run_20260403T151604Z_pid85631,71.0,0.2618517508784684,4.042253521126761,6.084507042253521,146.0281690140845,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,Random / Luck,Random / Luck,Low,random / luck,stable,The result is statistically consistent with the null distribution. raw p=0.472; BH-adjusted p=0.742; percentile=52.8; RCSI_z=0.043. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.10383417213667179,0.1882592086520677,0.18955242354073343,-0.09972720034128058,0.0085194278942735,0.0431609936440977,0.4721055788842231,0.7418801953894935,0.3259608674689408,52.80943811237753,25,6131,0.00047,True,run_20260403T151604Z_pid85631,25.0,0.0930468941061384,13.04,18.56,445.44,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Strong Skill,Strong Skill,High,strong skill,stable,All three metrics point to a strong edge over the null distribution. raw p=0.029; BH-adjusted p=0.319; percentile=97.1; RCSI_z=2.074. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.40896813839674784,0.46688606819922934,0.2822960889208328,-0.11433664492709783,0.3627573461245058,2.074000095732407,0.028994201159768,0.3189362127574485,1.5376888523126935,97.12057588482304,86,6131,0.00047,True,run_20260403T151604Z_pid85631,86.0,0.3169805037539356,2.697674418604651,3.9069767441860463,93.76744186046513,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
donchian_trend_reentry,Negative Skill,Negative Skill,Low,negative skill,stable,The result is worse than the random null on all three metrics. raw p=0.826; BH-adjusted p=0.893; percentile=17.4; RCSI_z=-0.925. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,0.051359417749427205,0.06948789362567681,0.0423530538677517,-0.15377513190653835,-0.4358953557553903,-0.924938002047482,0.8264347130573885,0.8932213557288542,0.0827914492659596,17.376524695060986,73,6131,0.00047,True,run_20260403T151604Z_pid85631,73.0,0.2715309177563241,16.21917808219178,23.54794520547945,565.1506849315068,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
turn_of_month_seasonality,Weak Skill,Weak Skill,Moderate,weak skill,stable,"There is some evidence of edge, but it remains modest. raw p=0.188; BH-adjusted p=0.688; percentile=81.3; RCSI_z=0.808. Robustness stability: stable. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.5135687601006762,0.39010590086376995,0.13340210972426972,-0.14019541273655767,0.2949746694340773,0.8078621764866072,0.1875624875024995,0.6877291208424982,0.7268540161686033,81.26374725054988,195,6131,0.00047,True,run_20260403T151604Z_pid85631,195.0,0.6794084821428571,4.558974358974359,6.492307692307692,155.8153846153846,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
random,Random / Luck,Random / Luck,Low,random / luck,unstable,The result is statistically consistent with the null distribution. raw p=0.416; BH-adjusted p=0.742; percentile=58.4; RCSI_z=0.019. Robustness stability: unstable. BH-adjusted p-value is shown for reference only and is not used by the final class label.,1.1401144771957012,0.3129437703888281,0.11275176091047948,-0.34053221945054957,0.0173697025159291,0.0192215082300611,0.4159168166366727,0.7418801953894935,0.3809935195849062,58.42831433713257,231,6131,0.00047,True,run_20260403T151604Z_pid85631,231.0,0.7991660036371903,11.974025974025974,17.372294372294373,416.935064935065,acceptable,Trade activity is in a reasonable range for daily research and null-hypothesis testing.
buy_and_hold,Benchmark,Benchmark Reference,Not Applicable,benchmark,not_applicable,Passive benchmark included for strategy context; not evaluated against the Monte Carlo skill-vs-luck null.,4.300659496085124,0.4463367534314972,,-0.5711340206185567,,,,,,,,6251,0.00047,,,,,,,,,
