ticker,fold_id,fold_start,fold_end,agent,outer_run,seed_used,actual_cumulative_return,annualized_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,p_value,p_value_prominence,RCSI,RCSI_z,significant_run,outperform_null_median,number_of_trades,test_bar_count,transaction_cost,simulations_per_run,null_model,execution_cost_model
SPY,fold_01,1994-07-21,1998-07-16,trend_pullback,1,5001,0.19456649393783976,0.04560793075791225,0.5174235931403186,0.2186406475302172,-0.17221759766522982,0.2859385418855967,0.28830248278046733,0.1348282897941215,26.073926073926074,0.7402597402597403,0.13061586949999046,-0.09373598884262757,-0.6952249337713875,0,0,23,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_01,1994-07-21,1998-07-16,breakout_volume_momentum,1,5001,0.14010579714975813,0.03343978498867983,0.7267152523003905,0.3819421852489351,-0.0798757677674583,0.16999176889161513,0.17781183250849034,0.10377852508081542,36.863136863136866,0.6323676323676324,0.19903036746196354,-0.03770603535873221,-0.36333177147554757,0,0,17,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_01,1994-07-21,1998-07-16,trend_momentum_verification,1,5001,0.361150206880527,0.0804171614131386,1.3788545857508117,0.8607362329125944,-0.047004992876653495,0.2639084305467016,0.2695302762214105,0.12977965329743532,76.32367632367632,0.23776223776223776,0.6238571204228067,0.0916199306591165,0.7059652906387219,0,1,12,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_01,1994-07-21,1998-07-16,adx_trend_following,1,5001,0.34393382136855255,0.07697267725117274,1.179799644818865,0.5263568183334788,-0.06571375356822295,0.34786276800605037,0.34532666224306374,0.14147221315343952,48.85114885114885,0.5124875124875125,0.2903167123675024,-0.001392840874511192,-0.009845331768440838,0,0,21,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_01,1994-07-21,1998-07-16,connors_rsi2_pullback,1,5001,0.051486674928160836,0.012674005753759321,0.7487554988272797,1.0121127756751365,-0.012104562629060012,0.01079345981522672,0.011870404471890285,0.0335578679072886,88.21178821178822,0.11888111888111888,0.9248871160867879,0.03961627045627055,1.1805359793929608,0,1,5,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_01,1994-07-21,1998-07-16,donchian_trend_reentry,1,5001,0.23065080276986816,0.05344312232473247,1.0369669741699936,0.6233463048611311,-0.04245332917100808,0.25504761794685227,0.25757537335885033,0.12231054771245363,42.75724275724276,0.5734265734265734,0.2415221850813451,-0.026924570588982177,-0.22013285928766,0,0,14,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_01,1994-07-21,1998-07-16,turn_of_month_seasonality,1,5001,0.13127239649487166,0.031425313792121656,0.8282715924521863,0.34507488845966366,-0.03918122012566183,0.09328140609461175,0.09635877193196049,0.09033897269288114,67.03296703296702,0.3306693306693307,0.48060608370359986,0.034913624562911166,0.386473561987521,0,1,23,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_01,1994-07-21,1998-07-16,random,1,5001,0.5531351489126353,0.11677701872813029,1.1511759971954065,0.36171300192311856,-0.200975417510324,0.5754442898322722,0.5900705301712234,0.19959245974911274,45.55444555444556,0.5454545454545454,0.26324143477458145,-0.036935381258588085,-0.18505399104262643,0,0,37,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_02,1998-07-17,2002-07-22,trend_pullback,1,5001,-0.07150910339433103,-0.0183156054706769,-0.19798158622039982,-0.10032827387578266,-0.18527927769913055,-0.040636852512960564,-0.03058386576551199,0.1311140414739149,39.66033966033966,0.6043956043956044,0.21867870282684979,-0.04092523762881904,-0.312134666651711,0,0,17,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_02,1998-07-17,2002-07-22,breakout_volume_momentum,1,5001,0.08562795112533705,0.02068052962892808,0.43067240066311174,0.3987069104967669,-0.06808145313757674,-0.006132679623519637,0.00019657751369844055,0.12355781575636769,76.72327672327673,0.23376623376623376,0.6312182200691758,0.08543137361163862,0.6914283251825437,0,1,10,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
SPY,fold_02,1998-07-17,2002-07-22,uptrend_oversold_reversion,1,5001,-0.06646471681225219,-0.016989509534103275,-0.7409993955239003,-0.7618542466114775,-0.07386869372671467,-0.0032025780566325573,-0.004273647568858171,0.05312382303555311,11.488511488511488,0.8861138861138861,0.05251045764759226,-0.062191069243394015,-1.1706813570584453,0,0,5,1007,0.00047,1000,structure_preserving_random_timing,stochastic_execution_model
