agent,actual_cumulative_return,median_simulated_return,mean_simulated_return,std_simulated_return,actual_percentile,RCSI,RCSI_z,simulation_count,bh_adjusted_p_value,research_grade
trend_pullback,0.0888711711985947,-0.0599837352457749,-0.0520813029915183,0.1285730520458134,86.00699650174913,0.140952474190113,1.0962831786857525,2000,0.6431784107946027,False
uptrend_oversold_reversion,0.0741492948804386,-0.0258087007046592,-0.0251303257075404,0.0693074349300236,92.70364817591204,0.099279620587979,1.4324526753618407,2000,0.6431784107946027,False
volatility_squeeze_breakout,0.0481676948187573,-0.0094237420247933,-0.0088537103977363,0.0623509957187067,82.50874562718641,0.0570214052164936,0.9145227683891807,2000,0.6431784107946027,False
trend_momentum_verification,-0.0198304517105968,-0.0486805614923601,-0.0436408499614154,0.1352546286903263,59.52023988005997,0.023810398250818602,0.1760412821459438,2000,0.9735132433783108,False
connors_rsi2_pullback,-0.0758626953673627,-0.0287274538882816,-0.0276031319776355,0.0641868222619277,23.088455772113942,-0.0482595633897272,-0.7518609223680524,2000,0.9735132433783108,False
mean_reversion_vol_filter,-0.0927645862116049,-0.0331004593722757,-0.0309032669128528,0.0887240770014956,24.48775612193903,-0.0618613192987521,-0.6972326046030247,2000,0.9735132433783108,False
turn_of_month_seasonality,-0.1289232781096742,-0.0654272906714281,-0.0595353420234703,0.1146603841134838,27.33633183408296,-0.06938793608620389,-0.6051605061564069,2000,0.9735132433783108,False
adx_trend_following,-0.1475462577091111,-0.045210300920185,-0.0397078429687668,0.1339111130616017,20.789605197401297,-0.10783841474034428,-0.8052984720598695,2000,0.9735132433783108,False
donchian_trend_reentry,-0.1545704206799041,-0.0191148241745586,-0.0181513754904086,0.0830383223157149,5.097451274362818,-0.1364190451894955,-1.6428444287545338,2000,0.9735132433783108,False
random,-0.394773804050874,-0.2412687702516541,-0.2215488625843019,0.1623631366110023,12.693653173413294,-0.17322494146657208,-1.0668982201396677,2000,0.9735132433783108,False
breakout_volume_momentum,-0.2271561624545122,-0.0406281934527497,-0.0330342616810532,0.1077359398195242,2.6986506746626686,-0.194121900773459,-1.8018304857102079,2000,0.9735132433783108,False
